Date,Close,High,Low,Open,Volume,RSI,RSI_2,RSI_above_70,RSI_below_30,RSI_cross_down_70,RSI_cross_up_30,SMA_50,EMA_50,RSI_2_above_90,RSI_2_below_10,RSI_2_cross_90,RSI_2_cross_10,RSI_slope,RSI_divergence,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,Bollinger_Strong,Bollinger_2pct_Lower,Momentum,Volatility,CCI,ROC,Williams_%R,TRIX,TSI,MACD,MACD_Signal,MACD_Hist,ADX,VWAP,ATR,Stochastic_K,Stochastic_D,Stoch_RSI,double_top,head_and_shoulders,cup_and_handle,triple_top,triple_bottm,bullish_engulfing,bearish_engulfing,Short_Momentum,Volatility_Breakout,RSI_cross_50,Trend_5D,Trend_10D,Volume_Trend,RSI_Delta,MACD_Delta,Bollinger_Width,Momentum_Change,Volatility_Change,Target_Tomorrow,Target_3_Days,Target_Next_Week
2012-08-15,1.1410489082336426,1.146261319994184,1.1294222969434702,1.13022375643976,-0.9247588110288145,1.160609090339497,99.28803135538114,0,0,0,0,0.9961928367614746,1.013950545904425,1,0,0,0,0.9774315228713135,0,1.047702383995056,1.1866765682420704,0.908728199748042,0,0,-0.014204013080490279,-0.7998852705448682,106.1195952296165,11.3675816703883,-5.605432566628316,0.4666393869582051,24.480016173979337,0.043449550120505886,0.03370745288078203,0.009742097239723857,17.728609901108292,0.9876630235255688,-0.8737929417967849,94.39456743337169,95.24413159744127,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0.014616509932614541,0,0,0.027436043748253036,0.12401253582772265,-0.16612668975533462,0.9774315228713135,0.0013176729952788513,0.2779483684940284,0.0042438468529170815,0.013340317926839844,0.03583971352550593,0.05411128007946667,0.053232658560364535
2012-08-16,1.1819437742233276,1.1903632850298056,1.1500697316302968,1.1548808970493174,-0.31838509801373366,1.5402902630629498,99.90482849072586,1,0,0,0,1.001220508813858,1.0205385156424212,1,0,0,0,4.454375821130583,0,1.0546785771846772,1.2059957166869189,0.9033614376824354,0,0,0.013737713895146738,-0.7960621206298789,125.95277071657151,15.29128982328386,-4.0501428395228745,0.5067007218637851,27.476676017031753,0.04724903194651975,0.036415768693929575,0.010833263252590174,19.392940409354388,0.9910585817146084,-0.873142440665462,95.94985716047712,93.89408398426697,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0.04464923059967907,0,0,0.055306936777885785,0.1766113954281816,0.7937569676700111,4.454375821130583,0.003799481826013862,0.3026342790044835,0.020094068878692625,0.0335476484213815,0.013738061736203516,0.0059366427957703504,-0.0057664942016848846
2012-08-17,1.198181390762329,1.198181390762329,1.1821447477042029,1.1897617660199413,-0.5471254740078791,1.6711945750756216,99.94361753223156,1,0,0,0,1.0067814111709594,1.0275049029020253,1,0,0,0,1.535754322839935,0,1.0644712686538695,1.226494435862477,0.902448101445262,0,0,-0.007218556007498276,-0.7927459983504817,127.90450924916678,18.02920047460283,-0.0,0.5486235521654398,30.51261209399333,0.050982691882302644,0.03932915333160419,0.011653538550698457,21.05732924984758,0.9939752246685433,-0.8745668142933211,100.0,96.78147486461626,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0.0575015245333077,0,0,0.06541850414053707,0.1285875142377717,0.2169888934594817,1.535754322839935,0.003733659935782896,0.324046334417215,-0.014367657533987792,0.02807878749144709,0.0038484444547915975,0.0030117179517333173,-0.0018397038963199356
2012-08-20,1.2027925252914429,1.2035940994421708,1.1815434690341817,1.195976965572811,-0.7424232638630998,1.7082480269574123,99.95421576712742,1,0,0,0,1.011893278360367,1.0343789273094535,1,0,0,0,0.43470683301931956,0,1.0763488441705704,1.2425188570898082,0.9101788312513326,0,0,-0.017099937769270507,-0.7914615399287956,119.05268944736459,19.736608665984306,-0.3625184687521312,0.5894313392895612,33.17623614803196,0.0536947644795287,0.04220227556118909,0.011492488918339608,22.687231636691287,0.9963273690010828,-0.8755329677263124,99.63748153124787,98.52911289724166,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0.05411128007946675,0,0,0.06307619154084776,0.10803334898967187,0.27823765020026703,0.43470683301931956,0.002712072597226056,0.33234002583847566,-0.00656243463064816,0.0061650172859497405,-0.011499882801911445,-0.023000162045560074,-0.0008335187524374973
2012-08-21,1.1889605522155762,1.2274498799907416,1.1747271037349554,1.214419366387151,0.3946246648603482,1.3651341716971999,46.97746168783923,1,0,0,0,1.0176346063613892,1.040440951815576,0,0,0,0,-4.025372261160797,1,1.088637399673462,1.2496140545268262,0.9276607448200977,0,0,-0.03277478996989909,-0.7930701487293214,112.16316981905535,11.990224893912881,-15.71195501435649,0.6235548690371455,34.43606465621228,0.054104296274955166,0.04458267970394231,0.009521616571012859,24.558068224313093,1.001345133125943,-0.8745491611915249,84.28804498564351,94.64184217229713,0.8169984897877645,0.0,0.0,1.0,0.0,1.0,0,1,0.0059366427957703305,0,0,0.0493633153307238,0.06884098701741292,0.9810021786492376,-4.025372261160797,0.00040953179542646545,0.3219533097067284,-0.010645485184657555,-0.0250399529929511,0.01079045299428779,0.0059014065358135035,0.010622010394512622
2012-08-22,1.2017899751663208,1.2106107328179332,1.171118749306198,1.1799396216650546,-0.5458292497389285,1.4880748577889336,73.26400756775477,1,0,0,0,1.0230632066726684,1.0467683644959973,0,0,0,0,1.442325980064055,0,1.1026198655366897,1.2507742654214045,0.9544654656519749,0,0,-0.010115189910595457,-0.7970417586055379,104.59482743394778,10.710978241496298,-13.883060308252618,0.6527022446456052,35.92209177168471,0.054832011093369104,0.04663254598182767,0.008199465111541432,26.143070125630942,1.0040302368790253,-0.8744469961450048,86.11693969174738,90.01415540287958,0.8250212389745936,0.0,0.0,1.0,0.0,1.0,0,0,0.0030117179517332726,0,0,0.05323265856036463,0.0821291958577155,0.587486602357985,1.442325980064055,0.0007277148184139381,0.2963087997694296,0.01637139669805397,-0.05052756619800514,-0.02218513501918643,0.0,0.00016733878267235176
2012-08-23,1.1751281023025513,1.1983823507696922,1.1647041993433849,1.1883587759717982,-0.5828148488796517,0.8562401629549241,23.938058215933353,0,0,1,0,1.0283234095573426,1.0518020797040974,0,0,0,0,-7.412611922345619,1,1.1134650528430938,1.2482680037676888,0.9786621019184989,0,0,-0.04367896009304824,-0.8011772828703,84.16355324179237,5.640601649601424,-33.67764237504686,0.6706392337987679,35.2078180824422,0.052650418758625195,0.04783612053718718,0.004814298221438015,27.335303625060643,1.0062112664608045,-0.8744996876929914,66.32235762495314,78.90911410078134,0.18033257302399597,0.0,0.0,1.0,0.0,1.0,0,0,-0.023000162045560102,0,0,-0.005766494201684846,0.04922151544595832,-0.21131137352392793,-7.412611922345619,-0.0021815923347439092,0.26960590184918987,-0.02325301589482279,-0.05229556646553123,0.01774188656185035,0.02251805671694451,-0.00835855138055177
2012-08-24,1.1959770917892456,1.204396718355763,1.1600935681325661,1.165104783590277,-0.6314664664409302,1.088109915832622,62.94999034278579,0,0,0,0,1.0337961184978486,1.0574560017466523,0,0,0,0,2.7202692550210372,0,1.121724259853363,1.255436826070733,0.9880116936359931,0,0,-0.003299336375686165,-0.8015150224241211,86.1390428561007,7.689509427222137,-23.82369317754601,0.6828104139737515,35.357385928008654,0.052004356475258584,0.048669767724801465,0.0033345887504571195,28.549454597286655,1.0084834800119877,-0.8741060148590503,76.17630682245398,76.20520137971816,0.2721450853615839,0.0,0.0,1.0,0.0,0.0,1,0,0.005901406535813614,0,0,-0.001839703896319933,0.06345844956725832,-0.08247422680412375,2.7202692550210372,-0.0006460622833666108,0.26742513243473987,0.02885989615234264,-0.0113322047708161,0.004860363477680673,0.005028515587660725,-0.0048610612042781
2012-08-27,1.2017899751663208,1.215823259401259,1.193571545253123,1.2116133888380216,-0.8912298099386262,1.1507566654484935,71.18973715891052,0,0,0,0,1.0387035155296325,1.0631161575670316,0,0,0,0,0.7349644565194495,0,1.1305848062038422,1.2606282242258144,1.0005413881818699,0,0,-0.016078567836527495,-0.8026515171550225,97.9600139432791,7.302675897297366,-20.000326540187817,0.690179355963211,35.686194992749414,0.05136924587905134,0.049209663355651447,0.002159582523399893,29.879353549421722,1.0101429283138854,-0.8750927512103022,79.99967345981219,74.16611263573976,0.34567345553598,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0,-0.0008335187524375343,0.06219009759992877,-0.1798621265928556,0.7349644565194495,-0.0006351105962072445,0.26008683604394456,-0.008604745356851802,-0.01994767397579954,-0.0001666444308770308,-0.03035825080879585,-0.01384448206067742
2012-08-28,1.2015897035598755,1.2112120345722026,1.1863546328917753,1.1979813581070613,-0.7807050872727734,1.145716521576818,70.11526324066807,0,0,0,0,1.043113762140274,1.0685464927040058,0,0,0,0,-0.05913038783559443,1,1.1394052684307099,1.263123316450251,1.0156872204111687,0,0,-0.021189166204489303,-0.8046107592722477,85.06485872416435,6.84491633966407,-20.476270491332198,0.6924662633302318,35.94247256421583,0.05027027151308627,0.049421784987138416,0.0008484865259478572,30.762359041174715,1.0120352256611096,-0.8758492143332779,79.5237295086678,78.56656993031132,0.3397578483161142,0.0,0.0,1.0,0.0,0.0,0,0,0.022518056716944512,0,0,0.010622010394512715,0.06050966337378694,-0.598319549533697,-0.05913038783559443,-0.0010989743659650664,0.24743609603908245,-0.003200140823380238,-0.028821926029181447,0.00033403887926830903,-0.00950934381251758,-0.018184632128151083
