Date,Close,High,Low,Open,Volume,RSI,RSI_2,RSI_above_70,RSI_below_30,RSI_cross_down_70,RSI_cross_up_30,SMA_50,EMA_50,RSI_2_above_90,RSI_2_below_10,RSI_2_cross_90,RSI_2_cross_10,RSI_slope,RSI_divergence,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,Bollinger_Strong,Bollinger_2pct_Lower,Momentum,Volatility,CCI,ROC,Williams_%R,TRIX,TSI,MACD,MACD_Signal,MACD_Hist,ADX,VWAP,ATR,Stochastic_K,Stochastic_D,Stoch_RSI,double_top,head_and_shoulders,cup_and_handle,triple_top,triple_bottm,bullish_engulfing,bearish_engulfing,Short_Momentum,Volatility_Breakout,RSI_cross_50,Trend_5D,Trend_10D,Volume_Trend,RSI_Delta,MACD_Delta,Bollinger_Width,Momentum_Change,Volatility_Change,Target_Tomorrow,Target_3_Days,Target_Next_Week,Close_Normal
2020-03-13 00:00:00,43.959999084472656,-1.1640085118143162,-1.1987378557038737,-1.1410029939357633,-0.24365337438610346,-1.478012298969394,-0.5484876655356041,0,0,0,0,-0.9677539856379391,-0.9551255071170656,0,0,0,0,0.7912348177312799,0,-0.9253764218700777,-0.7718079778271357,-1.10247099694838,0,0,0.4365751796271679,0.26354090081643655,-1.386035399287268,-2.1696481795946188,-1.297016366078274,-0.8602205348337717,-1.3389238012678228,-0.7882243853960426,-0.4381989283891839,-1.160632930271089,1.2690030973422595,-1.4737474468574265,-0.5244230247813825,-1.2970163660782743,-1.5713184072561897,-0.8014273730746836,0.0,0.0,0.0,0.0,0.0,0,0,-2.671829795853525,0,0,-2.498831385316061,-1.9148369815024135,0.7059866691204283,0.7912348177312799,-0.7185553270428546,0.2635409009862759,1.250586811929179,0.6165815908935973,-0.27183805759359936,-0.39717924131258214,-0.35168333499655063,-1.1630365418963682
2020-03-16 00:00:00,32.0099983215332,-1.2338636811522161,-1.2492462537355884,-1.2556767983462476,-0.4753473665386484,-1.8108767800010162,-1.2039459568315878,0,0,0,0,-0.9731740848804166,-0.9691164975883688,0,0,0,0,-0.8458816982765976,1,-0.9530237936380326,-0.7740373904219523,-1.1621524920670672,0,0,-1.0166118296015945,0.3977685210801129,-1.5097824669324573,-2.464615353569723,-1.625258607469256,-1.0793460975710327,-1.4885519799428681,-0.9238210429195535,-0.5468306881790465,-1.265778279809878,1.4321114526486238,-1.49753443223297,-0.49425625678018126,-1.6252586074692563,-1.6320175519033624,-1.4051655328966257,0.0,0.0,0.0,0.0,0.0,0,0,-3.689152070736026,0,0,-2.8334430111048596,-3.0175158533939292,-0.45551781306422895,-0.8458816982765976,-1.1126556184409895,0.39776852133645546,-1.0110483359982236,0.9436081014876243,-0.06279282808275165,-0.05467035877581222,-0.05966879225915536,-1.2579775202969095
2020-03-17 00:00:00,30.0,-1.2659987758983262,-1.2926395255645147,-1.2555182960388371,-0.10832108393303148,-1.8630931450168209,-1.2822190158851472,0,1,0,0,-0.9786137746682212,-0.9832145415349065,0,0,0,0,-0.1268118675816546,0,-0.9839472050705845,-0.7916710200485104,-1.2094677874562814,0,0,-0.17337297852877012,0.4560616064516003,-1.4513981511602976,-2.641936615460839,-1.4592255929332527,-1.310414161570808,-1.6133156848564407,-1.0324037455843698,-0.6568843921399924,-1.2824346925231476,1.6098701078501432,-1.535895808133646,-0.5123892880901483,-1.4592255929332532,-1.5561304446487079,-1.4051655328966257,0.0,0.0,0.0,0.0,0.0,0,0,-2.040009855388401,0,0,-3.6281368711267414,-2.984464454229557,0.5661487115913343,-0.1268118675816546,-0.8903548193811393,0.45606160674550994,0.5861984280770635,0.40991449330499374,-0.11666666666666667,-0.05,0.21999994913736978,-1.2739466579576897
2020-03-18 00:00:00,26.5,-1.2991203634422375,-1.310447759927929,-1.310913582767333,-0.3211686438194917,-1.955441118375278,-1.4280772279983815,0,1,0,0,-0.9850427954024701,-0.9979015225578627,0,1,0,1,-0.2296361060840797,0,-1.0191596161398708,-0.8282800632853596,-1.2421233915946606,0,0,-0.2997740846505479,0.4221706376851095,-1.4044980538402565,-3.0721258023965095,-1.5339835185018287,-1.549701124424986,-1.730288887684063,-1.128026450203507,-0.7653127631947353,-1.2633958186821643,1.7854366982766976,-1.5653926681841135,-0.5391004728038596,-1.5339835185018287,-1.6403921669292343,-1.4051655328966257,0.0,0.0,0.0,0.0,0.0,0,0,-3.5264170216229833,0,0,-3.5929682968663887,-3.357398763053323,0.6196314339707147,-0.2296361060840797,-0.7837055732252692,0.422170637957178,-0.08822102988174137,-0.2379862351270875,0.1418868010898806,0.1358490709988576,0.36811324785340505,-1.3017536373038698
2020-03-19 00:00:00,30.260000228881836,-1.2665425144192817,-1.2930479805981967,-1.299105432946281,0.2732925502005719,-1.7094421467534315,-0.17007469884573462,0,0,0,1,-0.9910865321942959,-1.0107859223777886,0,0,0,0,0.6372682718858971,0,-1.0512808917680048,-0.8725492892180136,-1.257951442318416,0,0,0.31611250973188476,0.32529348455417656,-1.1649695331492314,-2.7246084101611654,-1.3458497714568802,-1.7777281593233203,-1.7794660886853537,-1.166398725342861,-0.8602358862599445,-1.1051976356006556,1.8740175865747373,-1.6104753495819855,-0.5542035503807587,-1.3458497714568807,-1.5410388620428321,-0.9733336271380064,0.0,0.0,0.0,0.0,0.0,0,0,-0.5452375128188758,0,0,-1.5800006156701187,-2.9661451300747137,0.4358437412539139,0.6372682718858971,-0.31258550633957605,0.3252934847638124,0.4280667580843506,-0.6806744539571912,-0.05816259800295683,0.2095174552969107,0.305353592241516,-1.2718809948163985
2020-03-20 00:00:00,28.5,-1.255279304312366,-1.2666623774990546,-1.24363089506408,0.06875019775340337,-1.7631558535880973,-0.610174282896365,0,0,0,0,-0.9978453307410557,-1.0237392147537925,0,0,0,0,-0.13064832065843224,1,-1.081448604145196,-0.914065580728596,-1.2728945997993346,0,0,-0.1521649249432307,0.23467555456528577,-1.0342268463003779,-2.9706650508574155,-1.4339123825482565,-1.994273622761062,-1.8286188093795221,-1.194459814429702,-0.9421566119356428,-0.9528897591130467,1.9306985835099189,-1.6461812351028444,-0.5836441653486215,-1.4339123825482567,-1.532037890044499,-1.0676238277630303,0.0,0.0,0.0,0.0,0.0,0,0,-0.504586952815604,0,0,-2.475370801985887,-2.927341293503057,0.4198240748491264,-0.13064832065843224,-0.22773362475768968,0.2346755547165228,-0.32600831007899744,-0.6366825155349763,0.05614036426209567,0.27210530063562227,0.27684208384731357,-1.2858639348203385
2020-03-23 00:00:00,30.100000381469727,-1.2844082806415307,-1.281203049497844,-1.279293097988352,-0.3817540673189393,-1.650291111828568,0.1018895431659316,0,0,0,0,-1.004613923937707,-1.0356625683347798,0,0,0,0,0.2961549607193882,0,-1.1046417668740403,-0.9386812147241685,-1.293758456220744,0,0,0.1328735416948122,0.20930424909308554,-0.9814841496413221,-2.732911801647747,-1.3283898132750565,-2.1914084694388185,-1.8497069717919892,-1.1928301167469273,-1.0073457639849603,-0.7568989450354938,1.9953656576727594,-1.6649115450542762,-0.6280437585352745,-1.3283898132750567,-1.458932062864374,-0.8694986233947223,0.0,0.0,0.0,0.0,0.0,0,0,1.113033700081169,0,0,-0.494341969499032,-2.2428086363565414,0.04359123419190566,0.2961549607193882,0.016595117854274324,0.20930424922797197,0.19794998811787162,-0.17810715836067714,0.21594677774997373,0.3122923421727641,0.2910299042479315,-1.273152169802793
2020-03-24 00:00:00,36.599998474121094,-1.2362483671843396,-1.222223482597255,-1.2318227301274156,-0.1730591111521249,-1.2042187629478214,1.0965559725205678,0,0,0,0,-1.0103066610198976,-1.044997851461223,0,0,0,0,1.1498914512412668,0,-1.1224891542306517,-0.9615336945704325,-1.3047928025627693,0,0,0.5485543691988872,0.16605971400637531,-0.6959325008992115,-2.166154077979295,-0.9604630361156876,-2.3514783078202695,-1.7906680070396073,-1.1369055271792392,-1.0475747542729383,-0.4645198459530725,1.9446214099124948,-1.6838707114011018,-0.6459742464249375,-0.9604630361156881,-1.3218947151484526,0.2902294905659392,0.0,0.0,0.0,0.0,0.0,0,0,1.7542394874741,0,0,1.402932854755388,-2.128795284924254,-0.3493544107399185,1.1498914512412668,0.4633937415293091,0.16605971411339246,0.28881644792904165,-0.3037262645603476,-0.009426159027022858,-0.0057376801428322775,0.08784153788588635,-1.2215106518849166
2020-03-25 00:00:00,36.255001068115234,-1.2082845617609521,-1.213319365415548,-1.2032137438423944,-0.3539635655028482,-1.2183064657348504,0.8945731406908167,0,0,0,0,-1.0168540427260173,-1.0540795932164866,0,0,0,0,-0.029119529280245287,1,-1.140877187733066,-0.989729044116165,-1.3101905653867831,0,0,-0.03212618635536198,0.09329456499407152,-0.5909514988132119,-1.5616900659951818,-0.8221861476795839,-2.479430443628955,-1.744697753436005,-1.0824564903027059,-1.068150182111504,-0.2343013506699371,1.8380177734167633,-1.698114468764646,-0.6730170348456053,-0.8221861476795842,-1.1043746682261488,0.7118183131709447,0.0,1.0,0.0,0.0,0.0,0,0,2.299000839769646,0,0,2.4077345762061917,-1.7528399983663847,-0.30986115983148066,-0.029119529280245287,0.45125125650575687,0.09329456505419503,-0.40418872260604566,-0.51120712928264,0.08950486377832732,0.07185214357991888,-0.061922567382198146,-1.224251604954428
2020-03-26 00:00:00,39.5,-1.2124791414639184,-1.194939309585945,-1.214704873933014,-0.4473439106856524,-0.9910744526133407,1.2157195874270803,0,0,0,0,-1.0226169799369664,-1.0617465754380615,1,0,1,0,0.5891840236711842,0,-1.15243779315789,-1.003939525270337,-1.3180983064561997,0,0,0.27242347599766503,0.06887507281112847,-0.49128493760010833,-1.7577104420919671,-0.41153840680346576,-2.569926046159187,-1.6680391496337732,-1.007034086646272,-1.068531534895479,0.0022486175441745644,1.7390286823850138,-1.7084172037557468,-0.7145405205627379,-0.411538406803466,-0.7783569995556272,1.328774498500365,0.0,0.0,0.0,0.0,0.0,0,0,2.6487867602475634,0,0,1.981972605180301,-0.031091111922044203,-1.1441945197268273,0.5891840236711842,0.623843393367442,0.06887507285551511,0.2115207263497191,-0.17141749246121427,-0.07873419266712817,0.007974648777442642,-0.1374683621563489,-1.198470571160915
