Date,Close,High,Low,Open,Volume,RSI,RSI_2,RSI_above_70,RSI_2_below_30,RSI_below_30,RSI_2_above_90,RSI_2_below_10,RSI_2_cross_90,RSI_2_cross_10,RSI_slope,RSI_divergence,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,SMA_50,SMA_200,EMA_50,EMA_200,Momentum,Volatility,MACD,MACD_Signal,MACD_Hist,ADX,VWAP,ATR,Stochastic_K,Stochastic_D,Stoch_RSI,target
2023-11-01,73.48863220214844,73.92359560243678,71.43245872355902,71.70925087209874,14963500,44.44693777492697,89.52886826743875,0,0,0,0,0,0,0,5.591668713564474,0,75.73066635131836,84.93883078883607,66.52250191380065,80.90287109375,77.91747114181518,79.03697048476442,77.61410917615372,2.2736434936523438,4.6040822187588555,-2.9120454220327474,-2.7156903643304964,-0.19635505770225103,33.72582040777375,75.1418627040114,2.96646888417017,42.23050941275666,29.991615070081156,0.7122748441596077,0.056900832220584445
2023-11-02,77.67019653320312,77.74928216340764,75.48550690744386,75.52504972254613,10974000,52.96606006473477,96.64607012881841,0,0,0,1,0,1,0,8.519122289807797,0,75.83742942810059,85.08546635136797,66.58939250483321,80.7228205871582,77.98198736190795,78.98337150627182,77.61466725930843,4.1815643310546875,4.624018461633692,-2.3208517483212177,-2.6367226411286406,0.315870892807423,31.68040605888046,75.153003392752,3.0589103896765297,68.73432937724807,46.261472179925924,1.0,0.026727664996658282
2023-11-03,79.74613952636719,80.61606631156036,78.84656505952091,78.91576309543217,13143900,56.53005640896405,97.99750242919782,0,0,0,1,0,0,0,3.563996344229281,0,75.91898460388184,85.2796738035432,66.55829540422047,80.65629440307617,78.06398500442505,79.01328397764811,77.63587593858264,2.0759429931640625,4.680344599830679,-1.665615078598833,-2.4425011286226797,0.7768860500238466,29.960958144852615,75.17711689128743,3.05083606029658,81.89218490484444,64.28567456494973,1.0,0.006570111646167237
2023-11-06,80.27008056640625,80.5271051132909,79.1727918746533,80.1514596540144,11053500,57.40728522549788,98.33595795093547,0,0,0,1,0,0,0,0.8772288165338296,0,75.95259552001953,85.37353733686834,66.53165370317072,80.56651306152344,78.13165636062622,79.06257011838373,77.66208692990428,0.5239410400390625,4.710470908424407,-1.0914757805670803,-2.17229605901156,1.0808202784444796,28.364327938969616,75.19950327194866,2.92965585874951,95.30486196165508,81.97712541458255,1.0,0.008251276475217562
2023-11-07,80.93241119384766,81.28828900561706,79.5978656287018,80.24042320784217,8066300,58.54613373720687,98.83414831767207,0,0,0,1,0,0,0,1.1388485117089928,0,75.9565502166748,85.38621633986997,66.52688409347962,80.45979522705078,78.19059114456176,79.13589721938231,77.69462746984402,0.6623306274414062,4.71483306159759,-0.5763775821358763,-1.8531123636364233,1.276734781500547,27.118488775908425,75.21783367391362,2.8411392529042065,97.53929866729221,91.57878184459724,1.0,0.0015877679929992281
2023-11-08,81.0609130859375,81.54529935724625,79.75603039647885,81.23885197731916,9689000,58.776434594776894,98.95548957430705,0,0,0,1,0,0,0,0.23030085757002183,0,75.9170078277588,85.2487093693038,66.5853062862138,80.28048583984375,78.25124586105346,79.21138803767859,77.72812284910864,0.12850189208984375,4.6658507707725,-0.1559913488719218,-1.513688160683523,1.3576968118116013,26.04356640650676,75.24018887755659,2.7660056606087204,96.7092127692195,96.51779113272227,1.0,-0.024146300510051184
2023-11-09,79.10359191894531,81.69358987928763,78.86634255786716,81.68370228948652,13341500,53.86742394727949,23.72665782185446,0,0,0,0,0,0,0,-4.909010647497404,1,75.85670700073243,85.08389519025282,66.62951881121204,80.03835708618163,78.30162420272828,79.20716073890473,77.74180910851,-1.9573211669921875,4.613594094760196,0.01900918351351777,-1.207148691844115,1.2261578753576328,24.67876444629123,75.26043540831202,2.770380064952417,82.57976481898199,92.27609208516458,0.8373326394012109,0.04611349670234155
2023-11-10,82.75133514404297,82.94904922856539,79.40015871710482,80.22065519832526,11454200,60.49023066235324,80.10392423988942,0,0,0,0,0,0,0,6.62280671507375,0,76.04403724670411,85.68325269357597,66.40482179983225,79.88023040771485,78.35956426620483,79.34614797047878,77.79165513871432,3.6477432250976562,4.81960772343593,0.44688929740148353,-0.8763410939949953,1.323230391396479,23.8440429290836,75.29398792232149,2.8471712967143925,98.77373037977293,92.68756932265815,1.0,-0.003583683150410602
2023-11-13,82.45478057861328,83.16652870213395,81.525543177264,81.98027428757788,10214800,59.73936880755634,71.50970242281997,0,0,0,0,0,0,0,-0.7508618547969022,1,76.09247665405273,85.85577613793987,66.3291771701656,79.7070979309082,78.41362176895142,79.46805513158209,77.83805439682277,-0.2965545654296875,4.88164974194357,0.7533734748873826,-0.5503981802185197,1.3037716551059022,23.143489015440657,75.3224774977991,2.761015170154075,95.64432139214456,92.33260553029983,0.976456114866106,0.05850605962722413
2023-11-14,87.27888488769531,88.04006336404852,85.80595079905174,85.97400211250333,10930700,66.93052688519958,93.65551036849725,0,0,0,1,0,1,0,7.191158077643244,0,76.38508682250976,87.12359748349925,65.64657616152027,79.65471252441407,78.50512144088745,79.77436218084144,77.93199300867225,4.824104309082031,5.3692553304947435,1.3697397870337369,-0.16637058676806843,1.5361103738018054,23.871376800135724,75.37316473924975,2.9627485712455868,96.41194370173787,96.9433318245518,1.0,0.0062293823205928625
2023-11-15,87.82257843017578,88.8111261795043,87.31842450827321,88.0598353202696,8035400,67.63222968347193,94.60140502254578,0,0,0,1,0,0,0,0.7017027982723505,0,76.86799240112305,88.75106499939281,64.98491980285328,79.64969696044922,78.58449968338013,80.08997850434474,78.03040679396084,0.5436935424804688,5.941536299134881,1.8804098607703992,0.2429855027396251,1.6374243580307741,24.722698860003355,75.41184193979207,2.8605694798572583,95.50359503117609,95.85328670835285,1.0,0.0023638961449406882
2023-11-16,88.03018188476562,88.26743123766354,86.85380762569433,87.4963651842296,8829600,67.91221212439473,95.15323859293721,0,0,0,1,0,0,0,0.2799824409227938,0,77.46804084777833,90.34335364824666,64.59272804730999,79.66777160644531,78.65330835342407,80.40135902906712,78.12990704362059,0.20760345458984375,6.437656400234167,2.275639284026852,0.6495162589970704,1.6261230250297813,25.286754601373357,75.45477203096438,2.757216203579541,96.19647802548447,96.03733891946615,1.0,0.005390139199111966
2023-11-17,88.50467681884766,88.73204611461676,87.49636145548615,88.03017813327305,10775100,68.58115633046734,96.69671601767361,0,0,0,1,0,0,0,0.6689442060726094,0,78.23465957641602,91.83825706147763,64.63106209135441,79.68764236450195,78.7087679862976,80.7191361972938,78.2331385836726,0.47449493408203125,6.801798742530809,2.5972102025844492,1.0390550477145464,1.5581551548699029,25.92856680973755,75.5087290347001,2.648535378976046,98.43513521623366,96.71173609096475,1.0,0.020886971536103877
2023-11-20,90.353271484375,90.89696825551654,88.18834936362649,88.18834936362649,10069200,71.10823622575016,99.05114968263585,1,0,0,1,0,0,0,2.5270798952828244,0,79.1154556274414,93.48024569475717,64.75066556012564,79.71055374145507,78.78571477890014,81.09694542423817,78.35373692099303,1.8485946655273438,7.182395033657882,2.9670216340025917,1.4246483649721555,1.5423732690304361,27.039042121061474,75.56586455203153,2.652827058469904,97.20672760724395,97.27944694965403,1.0,-0.0072211905578958464
2023-11-21,89.70081329345703,89.99738061070114,88.96929013081376,89.6810456585835,12771000,68.99880193908159,65.89652843762771,0,0,0,0,0,0,0,-2.1094342866685736,1,79.88108558654785,94.80636170918758,64.95580946390812,79.75059906005859,78.86615804672242,81.4343520073448,78.46664315355486,-0.6524581909179688,7.462638061319867,3.170899775764056,1.7738986471305358,1.3970011286335202,28.070197767290832,75.63453163445597,2.5621952224049993,92.23853640453702,95.96013307600488,0.8837276042329802,0.01124113473669259
2023-11-22,90.70915222167969,91.50987356138266,90.03693938649032,90.65972181270135,8061700,70.45739265932782,83.23816251255522,1,0,0,0,0,0,0,1.4585907202462352,0,80.85925369262695,95.93753191902506,65.78097546622884,79.80410385131836,78.93768465042115,81.79806966280891,78.58845916418296,1.0083389282226562,7.539139113199057,3.3749350460534657,2.094105926915122,1.2808291191383439,29.368621841618154,75.68061802639264,2.508399868513616,93.67683935374983,94.37403445517693,0.9622498316256785,0.000980618919494038
2023-11-24,90.79810333251953,90.90684418119963,90.47188078647925,90.64981967140847,2941200,70.58885351297337,84.61814909221216,1,0,0,0,0,0,0,0.1314608536455495,0,81.97038078308105,96.50261952414338,67.43814204201873,79.8163818359375,79.02190015792847,82.15101215966031,78.70994816088283,0.08895111083984375,7.266119370531165,3.5034267561642736,2.3759700927649523,1.1274566633993213,30.57430133920781,75.69746103472391,2.360297263242671,94.37047903259601,93.42861826362763,0.9698748119063181,-0.005661330656379429
2023-11-27,90.28406524658203,90.90684759621969,90.05669595206764,90.36315087441491,6130200,68.68668585538144,43.35967446246744,0,0,0,0,0,0,0,-1.9021676575919315,1,83.10721015930176,96.39260316278495,69.82181715581856,79.88466323852539,79.11353685379028,82.46995541797098,78.82511350501915,-0.5140380859375,6.642696501741595,3.5231659209778314,2.605409258407528,0.9177566625703033,31.42950331948674,75.73125483758584,2.252429719021912,90.30485776117608,92.78405871584066,0.8595454592709293,0.002737348793231676
2023-11-28,90.53120422363281,91.3418130721934,89.68105256026185,90.0072751259318,6739200,69.11756437111951,61.438763402967865,0,0,0,0,0,0,0,0.43087851573807257,0,84.13530006408692,96.27273528717659,71.99786484099725,79.95453414916992,79.20445009231567,82.7860828221146,78.94159201963222,0.24713897705078125,6.068717611544833,3.5181958298018685,2.7879665726863965,0.730229257115472,32.337535545194534,75.7688534734557,2.2101676328011726,92.25952514785837,92.31162064721018,0.8845372351094801,-0.001747161200144344
2023-11-29,90.37303161621094,92.51817837903194,90.08635186962803,91.83608557428565,7805900,68.46819856059749,43.61770084108517,0,0,0,0,0,0,0,-0.6493658105220277,1,85.09320220947265,95.88677392711114,74.29963049183417,80.03223388671876,79.2818875694275,83.08361022580465,79.05533768725988,-0.158172607421875,5.396785858819244,3.461590726097029,2.922691403368523,0.5388993227285059,33.47915467935693,75.81170117731972,2.226000409701368,84.28675241248268,88.95037844050573,0.8468727793962816,0.01061047122699545
2023-11-30,91.3319320678711,91.52963861415648,89.493232527736,90.77834770465495,10001900,70.2905120609505,87.51755404995662,1,0,0,0,0,0,0,1.8223135003530189,0,85.9853672027588,95.62865985073961,76.34207455477798,80.17913208007812,79.3646581840515,83.40707382745431,79.17749285522616,0.9589004516601562,4.821646323990408,3.4542871540835023,3.029010553511519,0.42527660057198347,34.12573000942909,75.86982826193744,2.212457958038448,90.95712354659959,89.16780036898022,0.9280733836783921,0.016560105501108965
2023-12-01,92.84439849853516,93.2299314995215,90.54108053939696,90.90684590480316,10604900,72.94632499973133,96.38838292114,1,0,0,1,0,1,0,2.6558129387808265,0,86.74407730102538,96.01325223720039,77.47490236485038,80.43971313476563,79.45146482467652,83.77716499102611,79.31348196610487,1.5124664306640625,4.634587468087499,3.529852479264534,3.1291789386621223,0.40067354060241156,35.167552784091036,75.93696836975782,2.2464860296160256,96.70608159630864,90.64998585179698,1.0,-0.015119192137658524
2023-12-04,91.44066619873047,91.57906227934527,89.98749981025435,90.74868579565648,11775000,66.96328003794305,41.56200573357498,0,0,0,0,0,0,0,-5.983044961788281,1,87.32880363464355,96.20641990383426,78.45118736545284,80.68526824951172,79.54697435379029,84.07769445015177,79.43415046593199,-1.4037322998046875,4.438808134595353,3.436851197535745,3.190713390436847,0.246137807098898,35.748999108643716,76.00475901123664,2.2900869338063674,75.89884223866835,87.85401579385886,0.005444523256913958,-0.0009728575253491545
2023-12-05,91.3517074584961,91.91517941293304,90.28407400524041,90.481780551982,10406000,66.59052774772046,38.76712802159479,0,0,0,0,0,0,0,-0.3727522902225928,0,87.88288497924805,96.27555592418409,79.490214034312,80.90927337646484,79.64522264480591,84.36294986224371,79.55273312257442,-0.088958740234375,4.196335472468022,3.317724126333104,3.2161155376160986,0.10160858871700551,36.38289003321627,76.06383410644821,2.2430168247982434,70.54285521749078,81.04925968415593,0.0,-0.013093834119601449
2023-12-06,90.15556335449219,92.63682063722281,89.9183139758075,92.60716540763994,9167000,61.62336304057467,13.804058648352566,0,0,0,0,0,0,0,-4.967164707145791,0,88.34404258728027,96.11955138321287,80.56853379134768,81.18072875976563,79.75913793563842,84.59011117566521,79.65823392090196,-1.1961441040039062,3.887754397966294,3.091163226053439,3.191125075303567,-0.09996184925012797,37.172939017133565,76.11145745200533,2.276980384556606,51.7831176767278,66.07493837762898,0.0,0.02214901238652875
2023-12-07,92.15242004394531,92.56760827796714,91.0057010638615,91.3813540258989,7221800,66.16129440749384,72.63574827474508,0,0,0,0,0,0,0,4.5379313669191745,0,88.89861793518067,96.04353498170802,81.75370088865331,81.49133026123047,79.88440885543824,84.88667230775462,79.78255418083275,1.996856689453125,3.57245852326368,3.0377247269752843,3.1604450056379103,-0.12272027866262603,37.906555930771056,76.15405156045253,2.2866278516222023,81.2069714453541,67.84431477985756,0.40077246424460833,0.012014635468574923
2023-12-08,93.25959777832031,93.61547559710979,91.49998386431749,91.64826754581667,9785800,68.39296406626643,84.4244864295301,0,0,0,0,0,0,0,2.2316696587725886,0,89.60641822814941,95.32881602420358,83.88402043209524,81.79718688964844,80.01036699295044,85.21502232620819,79.91665411712616,1.107177734375,2.861198898027082,3.049560881984135,3.1382681809071555,-0.08870729892302043,38.8842936381241,76.21537790981331,2.2744038431343525,93.44261026040174,75.47756646082787,0.597864856396282,0.01197793928886799
2023-12-11,94.37665557861328,94.46562125658373,92.83452349095857,93.1607385188711,6082500,70.50639024213433,91.66775040722166,1,0,0,1,0,1,0,2.1134261758679003,0,90.18768424987793,95.30829934608808,85.06706915366779,82.13863143920898,80.15297910690308,85.57430206159663,80.06053472868324,1.1170578002929688,2.5603075481050706,3.1131914161941125,3.133252827964547,-0.0200614117704343,40.01540164158912,76.25575877643669,2.2284534090265526,98.38136247735645,91.0103147277041,0.7845144436236605,0.013302601256558437
2023-12-12,95.63211059570312,95.68154100175461,93.48696371263947,94.11963369158892,6052000,72.71461649431947,95.92617908488961,1,0,0,1,0,0,0,2.208226252185142,0,90.84655075073242,95.09440340463165,86.59869809683319,82.50696426391602,80.298733959198,85.96872592567924,80.21547578208641,1.2554550170898438,2.1239263269496167,3.2277166917538835,3.1521456007224145,0.07557109103146908,41.35823542793198,76.29853065420265,2.2260336861757377,99.20122912005735,97.00840061927185,0.9795364052049578,0.040520979693797025
2023-12-13,99.50721740722656,99.72469157096714,95.60244937656145,95.82981867131738,10743200,78.15204576643907,99.01953813208073,1,0,0,1,0,0,0,5.437429272119601,0,91.45796737670898,96.8968623731911,86.01907238022686,83.01567092895507,80.46748868942261,86.49964716024972,80.40743341019726,3.8751068115234375,2.71944749824106,3.5897867052427017,3.239673821626472,0.3501128836162297,43.324830106771905,76.38911917160225,2.361477151049306,97.87445600063805,98.48568253268395,1.0,0.008841635224851468
2023-12-14,100.38702392578125,101.50408013361928,98.64717782780386,100.72312653022045,10282000,79.16712723887292,99.27092134609501,1,0,0,1,0,0,0,1.0150814724338488,0,92.08618965148926,98.5609378929099,85.61144141006862,83.50856063842774,80.6441198539734,87.04425017066274,80.6062353058747,0.8798065185546875,3.2373741207103226,3.9027345383138936,3.3722859649639565,0.5304485733499371,45.38183223013095,76.47843336868503,2.3968646621040284,90.69960551917366,95.92509687995636,1.0,-0.004234405295423413
2023-12-15,99.96194458007812,100.70335534351477,99.31938707669565,99.97182462666933,9041000,77.29847468324546,79.55977302388155,1,0,0,0,0,0,0,-1.8686525556274631,1,92.68277778625489,99.7551733662853,85.61038220622447,83.99710083007812,80.81176874160766,87.55082642201236,80.79882942800609,-0.425079345703125,3.5361977900152066,4.069536516267277,3.511736075224621,0.557800441042656,47.29190563039291,76.55503361144484,2.3245149195836783,87.1604768943553,91.91151280472234,0.8934862248200576,0.015921739016282136
2023-12-18,101.55351257324219,102.1861825230105,100.812101768793,100.95049784892852,7070200,79.27132896762187,91.78076501244435,1,0,0,1,0,1,0,1.9728542843764103,0,93.33521957397461,101.15299962813077,85.51743951981845,84.46587036132813,80.97175191879272,88.09995136911942,81.0053436881577,1.5915679931640625,3.9088900270780798,4.280808031027107,3.6655504663851186,0.615257564641988,49.24725203570391,76.61863835783976,2.3173522783942997,95.01557990850155,90.9585541073435,1.0,0.017521682733042332
2023-12-19,103.33290100097656,103.40209904574687,101.82042406383904,101.89950969843974,5429400,81.23479557305858,96.48283481336637,1,0,0,1,0,0,0,1.9634666054367074,0,93.98420104980468,102.8450799894485,85.12332211016087,84.9405711364746,81.13960348129272,88.69732194291775,81.22750843753897,1.779388427734375,4.430439469821903,4.539495525076703,3.8403394781234357,0.6991560469532669,51.19787471934967,76.67073281820296,2.283869006545041,99.5024896911571,93.89284883133799,1.0,-0.042954138533156626
2023-12-20,98.89432525634766,104.00511569832418,98.77569680229396,102.7101204618289,11952500,64.7570838577629,25.034186057438305,0,0,0,0,0,0,0,-16.477711715295683,1,94.44387664794922,103.32298233977272,85.56477095612573,85.30139129638673,81.30142461776734,89.09720442579736,81.40329765961668,-4.438575744628906,4.43955284591175,4.336364351041738,3.939544452707096,0.3968198983346416,50.89765475537183,76.76572964926959,2.4942654272225533,63.71929879720455,86.0791227989544,0.15979051056049098,0.02781340037710967
2023-12-21,101.64491271972656,101.8630573340139,99.27508270998594,100.84174322484958,8639100,68.9590821367602,60.910848193551665,0,0,0,0,0,0,0,4.2019982789973085,0,94.99066467285157,104.24053148321046,85.74079786249267,85.69725433349609,81.47557828903199,89.58927141771615,81.60470676469241,2.7505874633789062,4.62493340517945,4.34721882030334,4.021079326226345,0.32613949407699483,50.618879074535265,76.84236003011804,2.5281559022542455,83.24528856805723,82.15569235213964,0.37405320004210935,0.006145704184450088
2023-12-22,102.26959228515625,103.38014323463294,101.02022341262115,102.40841020821466,6523300,69.8386145402401,67.89063718294959,0,0,0,0,0,0,0,0.8795324034798995,0,95.56423912048339,105.13651965717949,85.9919585837873,86.13645401000977,81.67136859893799,90.0865389027138,81.81032751613982,0.6246795654296875,4.786140268348049,4.356014067020595,4.088066274385195,0.26794779263540036,50.694019845981906,76.90136028930786,2.5161390393797842,87.67979100327774,78.21479278951318,0.41890114279300544,0.01182855540005431
2023-12-26,103.47929382324219,104.12380990688149,102.42824171346707,102.50756083429243,4480100,71.52144679818007,81.01802601924562,1,0,0,0,0,0,0,1.682832257939964,0,96.2240005493164,106.07871127590235,86.36928982273045,86.62594528198242,81.88711685180664,90.61174497802864,82.02593912118562,1.2097015380859375,4.927355363292978,4.4097641514809,4.152405849804336,0.2573583016765637,50.917405861024655,76.94364709328472,2.4688589381187453,95.46291036394267,88.79599664509256,0.5047098798728981,0.006132606387943646
2023-12-27,104.1138916015625,104.19321828695635,103.03309388185541,103.36030322033912,7931500,72.39167780602098,86.71604937232361,1,0,0,0,0,0,0,0.8702310078409141,0,96.90313491821288,106.97566940966968,86.83060042675609,87.07850326538086,82.1075074005127,91.14124092404957,82.24571974288091,0.6345977783203125,5.036267245728395,4.452245503086701,4.212373780460809,0.23987172262589151,51.139522895749515,77.01996443439319,2.3753779000460455,99.3984714176909,94.18039092830377,0.46332853008777664,0.0
2023-12-28,104.1138916015625,104.5898441489165,103.76684680922578,104.123809328489,5232600,72.39167780602098,86.71604937232361,1,0,0,0,0,0,0,0.0,0,97.59017791748047,107.66179482412345,87.5185610108375,87.53224746704102,82.31349876403809,91.64997232316772,82.46331349271853,0.0,5.0358084533214855,4.434790772828151,4.256857178934278,0.1779335938938731,51.43335611382219,77.07007852089902,2.264493574306379,96.3639600652271,97.07511394895357,0.46332853008777664,-0.009619082402295226
2023-12-29,103.11241149902344,104.22296238331997,101.78372358058756,103.76684529646843,8686800,68.55739548897989,29.95475041321103,0,0,0,0,0,0,0,-3.8342823170410867,0,98.17920188903808,108.08633283095021,88.27207094712595,88.03120635986328,82.51982118606567,92.09947974182873,82.6687771544728,-1.0014801025390625,4.953565470956064,4.290686337547498,4.263623010656922,0.027063326890576,50.31360294520602,77.14980058049848,2.2769753763368095,87.43179626586458,94.39807591626085,0.23063345790236778,-0.01798248632090654
2024-01-02,101.25819396972656,101.97211140769026,99.90967064522505,101.0202139253966,8732800,62.00875025484204,8.748914922997542,0,0,0,0,1,0,1,-6.548645234137851,0,98.59989166259766,108.26479151975286,88.93499180544245,88.5357859802246,82.70139589309693,92.45864500566786,82.85374647601762,-1.854217529296875,4.8324499285776,3.9809725031523726,4.207092909156013,-0.22612040600364036,48.17499891962137,77.22376555503823,2.3431014818697795,69.99292032089026,84.59622555066065,0.0,-0.024383078686635754
2024-01-03,98.7892074584961,100.34595773288642,98.41241704861501,99.85017729435435,11632600,54.53838033658202,3.032250088594253,0,0,0,0,1,0,0,-7.470369918260019,0,98.96731872558594,108.02595987182684,89.90867757934504,89.04812408447266,82.88184131622315,92.70690235675917,83.01230827683831,-2.4689865112304688,4.529320573120452,3.4959958171531724,4.064873490755446,-0.5688776736022731,45.42532680682065,77.31154002923518,2.3790068703870486,35.45808504748242,64.29426721141242,0.0,-0.010037070706033185
2024-01-04,97.79765319824219,100.0782463957941,97.60926176305999,98.43225159729826,7422300,51.83743920138331,1.9885860979718473,0,0,0,0,1,0,0,-2.700941135198711,0,99.28961601257325,107.63824620438434,90.94098582076215,89.54933013916016,83.04870910644532,92.90653964466047,83.15942613675278,-0.9915542602539062,4.174315095905548,2.997089574402466,3.85131670748485,-0.8542271330823841,42.48963637814035,77.3646046117502,2.385433853411839,2.6987925185712394,36.04993262898131,0.0,0.0030416894786876566
2024-01-05,98.09512329101562,99.70145472402416,97.17297132179009,97.81748744049776,10963500,52.59591230235799,18.764889672437576,0,0,0,0,0,0,0,0.7584731009746761,0,99.68659400939941,106.88187445351755,92.49131356528127,90.0234683227539,83.20436786651611,93.11001351314499,83.30804003878526,0.2974700927734375,3.597640222059071,2.595783556008172,3.600210077189515,-1.004426521181343,39.556746695442214,77.4436192557481,2.3956516783277126,12.433164093806047,16.863347219953237,0.0258007247789626,0.04215096156927259
2024-01-08,102.22992706298828,102.35883482132438,98.3132645421912,98.38267350244553,8596400,61.63900115631083,85.89277068882535,0,0,0,0,0,0,0,9.043088853952845,0,100.19046936035156,106.52407640571263,93.85686231499048,90.64515106201172,83.3974684715271,93.4676571817663,83.49631752161316,4.134803771972656,3.1668035226805373,2.5816303261870104,3.396494126989014,-0.8148638008020037,37.9180330924013,77.51747438536057,2.529084524897787,68.18177767189057,27.771244761422622,0.3334164416352572,-0.005237590918633341
