Date,Close,High,Low,Open,Volume
2024-04-17,297.19000244140625,315.0,294.2799987792969,314.20001220703125,1254300
2024-04-18,290.0,303.0,288.5,296.239990234375,895800
2024-04-19,257.95001220703125,281.7200012207031,253.4600067138672,281.3800048828125,1588400
2024-04-22,262.79998779296875,268.489990234375,252.3300018310547,259.25,945900
2024-04-23,280.1300048828125,282.260009765625,268.2099914550781,269.3299865722656,1087900
2024-04-24,286.57000732421875,296.6600036621094,278.739990234375,294.25,1576200
2024-04-25,281.5,283.0,255.66000366210938,258.6700134277344,2161100
2024-04-26,305.54998779296875,308.8999938964844,295.0270080566406,301.1000061035156,1438500
2024-04-29,314.510009765625,317.4599914550781,306.1000061035156,315.7749938964844,1184000
2024-04-30,292.79998779296875,315.20001220703125,291.0199890136719,307.1499938964844,955700
2024-05-01,287.6700134277344,308.75,284.9100036621094,293.4700012207031,1689100
2024-05-02,299.94000244140625,302.0199890136719,285.6000061035156,295.67999267578125,1047600
2024-05-03,319.54998779296875,321.2099914550781,310.9700012207031,316.3299865722656,1219800
2024-05-06,337.17999267578125,337.6000061035156,321.0,323.5,1033200
2024-05-07,332.0199890136719,336.4700012207031,328.3999938964844,335.1199951171875,915500
2024-05-08,331.19000244140625,335.92999267578125,321.44000244140625,321.8699951171875,923200
2024-05-09,328.6700134277344,333.2250061035156,324.2449951171875,331.1499938964844,705600
2024-05-10,328.42999267578125,335.79901123046875,322.79998779296875,332.3900146484375,911400
2024-05-13,333.79998779296875,333.79998779296875,325.75,330.3599853515625,476500
2024-05-14,343.9599914550781,345.20001220703125,331.30999755859375,331.30999755859375,917800
2024-05-15,357.5,359.3999938964844,339.0899963378906,348.8900146484375,1153400
2024-05-16,352.9100036621094,361.989990234375,352.54998779296875,356.30999755859375,549800
2024-05-17,352.04998779296875,356.1300048828125,346.6300048828125,354.32000732421875,450300
2024-05-20,360.8800048828125,363.2799987792969,353.0790100097656,353.260009765625,604900
2024-05-21,368.79998779296875,369.739990234375,355.1400146484375,356.3599853515625,436200
2024-05-22,361.0,369.3599853515625,354.69000244140625,366.80999755859375,651400
2024-05-23,353.3999938964844,379.5400085449219,348.010009765625,379.0,1082300
2024-05-24,369.82000732421875,373.25,357.5,359.0799865722656,692800
2024-05-28,376.0,376.9939880371094,367.1199951171875,372.8699951171875,615800
2024-05-29,374.239990234375,379.2900085449219,366.9599914550781,366.9599914550781,601100
2024-05-30,351.92999267578125,370.19000244140625,348.0,369.7900085449219,699000
2024-05-31,343.0400085449219,354.29998779296875,324.8800048828125,353.010009765625,988700
2024-06-03,351.0,357.5270080566406,338.9700012207031,352.260009765625,855100
2024-06-04,353.4800109863281,356.1300048828125,343.82000732421875,350.239990234375,723500
2024-06-05,376.0,376.6700134277344,356.1000061035156,361.42999267578125,896000
2024-06-06,375.7200012207031,382.81500244140625,370.6300048828125,377.3800048828125,659800
2024-06-07,372.5400085449219,380.5,370.1099853515625,374.80999755859375,565700
2024-06-10,374.3999938964844,378.25799560546875,368.0090026855469,371.95001220703125,520400
2024-06-11,387.05999755859375,387.6910095214844,368.6300048828125,375.8999938964844,748700
2024-06-12,408.2099914550781,416.9200134277344,396.1000061035156,398.6499938964844,1362800
2024-06-13,426.0,438.260009765625,420.510009765625,434.1099853515625,1053300
2024-06-14,434.2699890136719,436.3900146484375,423.45001220703125,426.75,577300
2024-06-17,457.2900085449219,466.5,434.70001220703125,438.79998779296875,1056400
2024-06-18,451.9100036621094,457.73699951171875,444.0,457.7200012207031,727300
2024-06-20,434.25,457.7900085449219,426.5199890136719,455.989990234375,1067000
2024-06-21,428.0,437.0899963378906,423.1000061035156,430.67999267578125,515900
2024-06-24,407.6000061035156,431.0799865722656,406.6000061035156,424.29998779296875,666500
2024-06-25,424.9800109863281,426.69500732421875,408.8800048828125,413.04998779296875,668200
2024-06-26,446.04998779296875,447.69000244140625,423.57000732421875,423.57000732421875,754400
2024-06-27,455.0299987792969,459.0,444.19000244140625,446.6600036621094,709600
2024-06-28,445.1099853515625,472.0989990234375,442.94000244140625,459.5,855900
2024-07-01,473.3500061035156,475.0,442.07000732421875,452.2799987792969,1002400
2024-07-02,497.7799987792969,498.0,473.0,473.6600036621094,1016100
2024-07-03,521.7999877929688,522.5,497.19000244140625,497.989990234375,704100
2024-07-05,543.030029296875,545.5800170898438,525.6900024414062,527.1799926757812,1002300
2024-07-08,541.3599853515625,551.8909912109375,532.739990234375,543.3900146484375,764500
2024-07-09,546.6500244140625,555.8800048828125,540.3720092773438,547.5,889300
2024-07-10,559.530029296875,563.739990234375,540.8250122070312,553.1699829101562,805800
2024-07-11,501.42999267578125,563.9089965820312,491.6300048828125,558.5,1796800
2024-07-12,499.79998779296875,514.2100219726562,483.0159912109375,489.0,1288500
2024-07-15,503.82000732421875,528.97998046875,498.3699951171875,510.8900146484375,1097900
2024-07-16,502.739990234375,519.7899780273438,487.4599914550781,515.260009765625,971100
2024-07-17,451.5,476.0,448.0,473.5,1150300
2024-07-18,446.05999755859375,469.29998779296875,437.2799987792969,468.6400146484375,1126800
2024-07-19,431.0,457.3900146484375,428.82000732421875,448.2099914550781,764100
2024-07-22,458.55999755859375,465.69000244140625,445.8500061035156,449.7900085449219,1005400
2024-07-23,460.29998779296875,473.94000244140625,459.0,460.92999267578125,641100
2024-07-24,384.0899963378906,423.5299987792969,383.5199890136719,420.94000244140625,1755800
2024-07-25,378.29998779296875,406.3599853515625,357.82000732421875,387.07000732421875,1786500
2024-07-26,384.8699951171875,393.70001220703125,376.0,389.7699890136719,974400
2024-07-29,392.04998779296875,402.7550048828125,384.70001220703125,394.0199890136719,808800
2024-07-30,370.8500061035156,399.0,359.82000732421875,396.82000732421875,1061500
2024-07-31,410.4599914550781,414.7760009765625,392.5,395.0,1333900
2024-08-01,376.20001220703125,429.7200012207031,365.2799987792969,418.8800048828125,1541700
2024-08-02,343.0,357.37799072265625,327.2900085449219,346.7099914550781,1627600
2024-08-05,301.7900085449219,320.5,254.0399932861328,258.010009765625,2283200
2024-08-06,313.7799987792969,330.8070068359375,295.3900146484375,308.8999938964844,1368500
2024-08-07,302.0299987792969,338.5,301.2900085449219,331.07000732421875,1444200
2024-08-08,334.739990234375,337.4849853515625,308.6080017089844,320.510009765625,1311300
2024-08-09,344.0,345.9700012207031,328.6099853515625,329.3500061035156,859100
2024-08-12,344.6000061035156,351.19000244140625,338.072998046875,346.6700134277344,897700
2024-08-13,377.0400085449219,377.7349853515625,354.4100036621094,354.4100036621094,1070000
2024-08-14,375.95001220703125,383.5,362.989990234375,380.2799987792969,1010000
2024-08-15,402.5,405.57000732421875,385.5400085449219,385.739990234375,1017800
2024-08-16,407.0,412.4230041503906,395.45001220703125,397.6700134277344,703900
2024-08-19,428.2799987792969,428.5799865722656,406.1449890136719,409.30999755859375,669600
2024-08-20,427.3500061035156,438.8970031738281,422.3550109863281,428.5299987792969,956800
2024-08-21,433.6099853515625,438.44500732421875,422.5799865722656,427.79998779296875,814000
2024-08-22,389.1499938964844,432.6099853515625,386.3389892578125,429.5799865722656,1228900
2024-08-23,404.5,412.3800048828125,389.3900146484375,399.7699890136719,964100
2024-08-26,391.20001220703125,405.4599914550781,383.3500061035156,402.0,558600
2024-08-27,388.7900085449219,395.9100036621094,378.2300109863281,386.1199951171875,524600
2024-08-28,371.0799865722656,389.3900146484375,359.77099609375,387.1000061035156,823100
2024-08-29,369.3999938964844,393.8399963378906,366.0899963378906,376.8299865722656,1024000
2024-08-30,387.6099853515625,388.0570068359375,370.0,380.4100036621094,671500
2024-09-03,346.6300048828125,381.6000061035156,339.6199951171875,379.6300048828125,1727300
2024-09-04,349.5,360.0,337.6400146484375,338.05999755859375,765900
2024-09-05,362.79998779296875,376.1600036621094,348.0299987792969,348.54998779296875,1604600
2024-09-06,316.79998779296875,361.6700134277344,315.29998779296875,360.17999267578125,1257700
2024-09-09,329.989990234375,334.55999755859375,318.0,328.7200012207031,870000
2024-09-10,344.4200134277344,346.6499938964844,328.3599853515625,335.5,828400
2024-09-11,370.5299987792969,372.9859924316406,327.0,347.57000732421875,1159600
2024-09-12,388.30999755859375,390.5,368.5559997558594,373.0,1176600
2024-09-13,394.0,395.8500061035156,384.0,386.29998779296875,837200
2024-09-16,383.79998779296875,385.1600036621094,373.4200134277344,384.9200134277344,659100
2024-09-17,387.69000244140625,399.44000244140625,380.4010009765625,394.0,782800
2024-09-18,382.0,402.6730041503906,379.739990234375,390.05999755859375,1256600
2024-09-19,421.0199890136719,426.6199951171875,406.7300109863281,409.0,1087700
2024-09-20,416.69000244140625,423.9800109863281,403.54998779296875,420.8399963378906,755900
2024-09-23,412.6400146484375,421.1000061035156,409.6000061035156,417.0,478500
2024-09-24,418.42999267578125,420.2300109863281,399.29998779296875,416.20001220703125,715300
2024-09-25,416.1300048828125,424.42999267578125,413.0,413.5199890136719,511400
2024-09-26,413.20001220703125,430.79998779296875,402.5,430.6000061035156,942900
2024-09-27,404.75,414.70001220703125,400.8800048828125,414.70001220703125,647800
2024-09-30,409.5799865722656,410.3550109863281,395.6400146484375,399.5,663200
2024-10-01,389.1700134277344,411.57598876953125,382.2409973144531,410.5199890136719,1089000
2024-10-02,396.1499938964844,400.20001220703125,383.2200012207031,387.67999267578125,575600
2024-10-03,401.20001220703125,406.2200012207031,389.4100036621094,390.79998779296875,607700
2024-10-04,424.17999267578125,424.489990234375,404.29998779296875,416.5,873300
2024-10-07,404.8999938964844,422.12701416015625,402.0,417.6400146484375,845700
2024-10-08,429.8599853515625,431.6700134277344,411.9549865722656,414.0,746800
2024-10-09,440.57000732421875,442.44000244140625,421.6650085449219,429.8599853515625,606500
2024-10-10,450.760009765625,453.0,433.57000732421875,434.3900146484375,754300
2024-10-11,450.6600036621094,454.0,441.1099853515625,447.5,587900
2024-10-14,452.3800048828125,467.5,449.3699951171875,460.0400085449219,583100
2024-10-15,433.8900146484375,454.17999267578125,424.45001220703125,454.17999267578125,723600
2024-10-16,433.8900146484375,435.0400085449219,419.69000244140625,433.5400085449219,492800
2024-10-17,437.0,450.8500061035156,435.3949890136719,449.510009765625,652200
2024-10-18,453.2300109863281,456.80999755859375,449.0,453.20001220703125,513300
2024-10-21,461.20001220703125,461.9599914550781,446.5299987792969,448.9200134277344,595000
2024-10-22,464.260009765625,469.1499938964844,450.9200134277344,454.3299865722656,621000
2024-10-23,432.1300048828125,460.0899963378906,424.32000732421875,458.0,897800
2024-10-24,443.67999267578125,445.5,434.4599914550781,442.7300109863281,665300
2024-10-25,448.6499938964844,465.79998779296875,445.0,450.95001220703125,994800
2024-10-28,449.5899963378906,460.6400146484375,448.29998779296875,460.0,678200
2024-10-29,471.5199890136719,475.9100036621094,446.2799987792969,450.8900146484375,693400
2024-10-30,470.0,484.1499938964844,466.05999755859375,481.5899963378906,830700
2024-10-31,423.6000061035156,452.3399963378906,419.3110046386719,451.989990234375,1209200
2024-11-01,437.32000732421875,445.55999755859375,427.0899963378906,429.0,695100
2024-11-04,430.3399963378906,442.0400085449219,425.3399963378906,432.57000732421875,541900
2024-11-05,453.0,454.25,437.0,437.0,618900
2024-11-06,488.3299865722656,489.0,467.614990234375,470.9100036621094,1166400
2024-11-07,523.2000122070312,525.7899780273438,494.45001220703125,496.0,1023800
2024-11-08,513.489990234375,522.8800048828125,506.8380126953125,519.5,609800
2024-11-11,514.5700073242188,515.97998046875,501.2749938964844,514.0900268554688,692500
2024-11-12,525.719970703125,527.3599853515625,511.6300048828125,516.8599853515625,626700
2024-11-13,527.3699951171875,543.77001953125,519.3300170898438,525.780029296875,835700
2024-11-14,518.3099975585938,532.1300048828125,515.780029296875,528.3699951171875,644900
2024-11-15,477.6000061035156,501.489990234375,467.2200012207031,500.6400146484375,1022100
2024-11-18,485.55999755859375,492.4309997558594,470.69000244140625,477.94000244140625,537200
2024-11-19,512.280029296875,513.7999877929688,477.45098876953125,477.8599853515625,652900
2024-11-20,507.0199890136719,514.719970703125,485.9200134277344,514.1900024414062,790300
2024-11-21,506.4200134277344,519.47998046875,486.22601318359375,517.22998046875,1179800
2024-11-22,509.0,510.239990234375,499.67999267578125,502.20001220703125,653100
2024-11-25,499.82000732421875,520.3699951171875,492.07000732421875,517.5700073242188,693000
2024-11-26,515.4000244140625,518.22998046875,501.2799987792969,501.7699890136719,672600
2024-11-27,494.25,507.0,481.20001220703125,507.0,641800
2024-11-29,508.0,510.3299865722656,492.9750061035156,495.1000061035156,445400
2024-12-02,524.1599731445312,529.7999877929688,506.2799987792969,507.54998779296875,620800
2024-12-03,539.25,540.0,515.75,520.52001953125,550900
2024-12-04,575.0,576.8699951171875,551.0,551.0,920000
2024-12-05,577.8800048828125,585.7000122070312,571.75,577.0,579800
2024-12-06,598.0900268554688,599.9000244140625,576.1290283203125,578.0,560600
2024-12-09,580.5999755859375,595.6630249023438,570.5,589.8300170898438,637100
2024-12-10,577.47998046875,604.27001953125,570.030029296875,590.0,769900
2024-12-11,627.6599731445312,630.6900024414062,594.0,595.5900268554688,1007300
2024-12-12,619.0,625.7899780273438,609.6400146484375,617.7000122070312,595500
2024-12-13,643.1799926757812,657.1500244140625,625.3499755859375,641.4199829101562,930000
2024-12-16,695.0,697.8699951171875,657.3300170898438,657.8900146484375,1094500
2024-12-17,668.8300170898438,682.969970703125,660.3579711914062,677.6500244140625,719500
2024-12-18,580.5599975585938,680.0,577.0,680.0,1465900
2024-12-19,596.4000244140625,621.2999877929688,595.4400024414062,621.2999877929688,912600
2024-12-20,615.0,639.14501953125,576.7899780273438,582.2000122070312,925600
2024-12-23,642.3200073242188,643.8900146484375,611.1099853515625,624.9000244140625,596300
2024-12-24,666.0,666.0,646.8259887695312,650.0,365300
2024-12-26,660.4199829101562,667.5,646.5,661.0499877929688,385600
2024-12-27,628.4099731445312,650.3400268554688,605.2000122070312,649.0,784000
2024-12-30,606.2000122070312,622.3599853515625,588.2050170898438,595.2999877929688,613200
2024-12-31,583.5900268554688,614.1699829101562,582.0,612.7899780273438,708200
2025-01-02,592.77001953125,614.3250122070312,571.0499877929688,600.7999877929688,906900
2025-01-03,614.6400146484375,618.9340209960938,597.510009765625,599.97998046875,598000
2025-01-06,647.0,654.5590209960938,631.469970703125,636.0900268554688,653400
2025-01-07,606.3900146484375,655.0,598.3800048828125,655.0,849500
2025-01-08,602.0,613.739990234375,586.0,604.8900146484375,554800
2025-01-10,560.0,587.885009765625,550.0289916992188,585.489990234375,914800
2025-01-13,550.5999755859375,553.0,534.3200073242188,541.5599975585938,633100
2025-01-14,544.5999755859375,569.0,534.219970703125,564.27001953125,812600
2025-01-15,593.77001953125,596.0,561.780029296875,573.0,753800
2025-01-16,576.4000244140625,604.989990234375,575.1500244140625,601.989990234375,667300
2025-01-17,597.0,606.1400146484375,580.9600219726562,604.5399780273438,594600
2025-01-21,620.030029296875,623.3200073242188,595.0,610.4199829101562,631600
2025-01-22,664.4000244140625,677.5,653.0499877929688,659.8800048828125,697900
2025-01-23,677.5599975585938,677.8300170898438,649.1300048828125,656.1199951171875,412200
2025-01-24,672.7999877929688,694.5900268554688,661.5599975585938,684.7899780273438,429100
2025-01-27,599.0,628.7999877929688,580.0800170898438,580.27001953125,1127000
2025-01-28,660.9199829101562,666.0,597.6199951171875,612.010009765625,973600
2025-01-29,642.4000244140625,655.989990234375,622.7999877929688,655.989990234375,796900
2025-01-30,620.0,645.0,600.9500122070312,630.52001953125,751400
2025-01-31,625.0,655.5,618.530029296875,636.97998046875,672800
