Date,Close,High,Low,Open,Volume,RSI,RSI_2,RSI_above_70,RSI_below_30,RSI_cross_down_70,RSI_cross_up_30,SMA_50,EMA_50,RSI_2_above_90,RSI_2_below_10,RSI_2_cross_90,RSI_2_cross_10,RSI_slope,RSI_divergence,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,Bollinger_Strong,Bollinger_2pct_Lower,Momentum,Volatility,CCI,ROC,Williams_%R,TRIX,TSI,MACD,MACD_Signal,MACD_Hist,ADX,VWAP,ATR,Stochastic_K,Stochastic_D,Stoch_RSI,double_top,head_and_shoulders,cup_and_handle,triple_top,triple_bottm,bullish_engulfing,bearish_engulfing,Short_Momentum,Volatility_Breakout,RSI_cross_50,Trend_5D,Trend_10D,Volume_Trend,RSI_Delta,MACD_Delta,Bollinger_Width,Momentum_Change,Volatility_Change,Target_Tomorrow,Target_3_Days,Target_Next_Week
2023-03-15,78.51000213623047,79.0,71.85299682617188,73.13999938964844,2.486371736261423,-0.13145493813439568,89.95846515438603,0,0,0,0,68.4652000427246,68.17006000328014,0,0,0,0,2.543933233640651,0,74.12700004577637,84.46435514786512,63.78964494368762,0,0,0.12238008542940079,-1.156115011464028,48.55946031971802,6.080259248901026,-6.845311351980094,0.019830314529031442,2.432983706025112,0.4835339987701701,0.9367180395938344,-0.45318404082366426,19.729944706493665,67.27092724241253,-1.0228105379284522,93.15468864801991,69.11708281335099,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.18864494335766802,0,0,0.04596329189783899,0.09819561452272207,1.484639260150757,2.543933233640651,0.4810520176536812,20.6747102041775,-0.24411380627518267,-0.5172758672551789,0.1082664599250782,0.07693288436098551,0.10177044511991346
2023-03-16,87.01000213623047,87.25,77.25,78.16999816894531,1.8837547535228252,0.4677298407200659,96.76968794809632,0,0,0,0,69.38280006408691,68.90888126339586,1,0,1,0,6.611545882436744,0,73.98199996948242,83.43033442781773,64.5336655111471,1,0,0.5195161204035799,-1.1886563822840341,223.07307657541762,17.21675629980035,-0.9212970088232999,0.042352741812714235,6.092707711243726,1.5329789242963159,1.0559702165343308,0.4770087077619851,19.59395650181377,67.7396438617387,-0.9947687995201296,99.0787029911767,90.05275854499223,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2806888285185276,1,0,0.25537447988904294,0.25086263930555397,0.27620455665491495,6.611545882436744,1.0494449255261458,18.89666891667062,0.2869395195379965,-0.2904534731167215,-0.027468099425011452,0.03815652928758853,0.06723363211693553
2023-03-17,84.62000274658203,89.20999908447266,82.88999938964844,87.58999633789062,0.7370483367288752,0.22121588634791423,70.04952771846337,0,0,0,0,70.23880012512207,69.52500367450119,0,0,0,0,-2.7200929955336477,1,74.20300025939942,84.43776205971336,63.96823845908548,1,0,-0.24323742018189742,-1.1598702973509873,248.7765036567556,18.366212442519412,-16.38699254887845,0.08371743521748912,8.22708167503842,2.1470685422802234,1.2741898816835093,0.872878660596714,19.692654700732508,68.01010310359862,-0.9994526368445653,83.61300745112155,91.94879969677272,0.8596313462551658,0.0,0.0,0.0,0.0,0.0,0,0,0.11812899584244363,1,0,0.28115062584134143,0.11342108877081625,-0.49913213278368407,-2.7200929955336477,0.6140896179839075,20.469523600627888,-0.5442747147353449,0.1907939424181727,-0.0008272239724909034,0.022216936804506374,0.08851332569913048
2023-03-20,84.55000305175781,84.81199645996094,79.62999725341797,83.13999938964844,0.2940815006762405,0.21378868518165037,68.93455296592397,0,0,0,0,71.1552001953125,70.1142193363544,0,0,0,0,-0.08195348583907958,0,74.56900024414062,85.7402298096433,63.39777067863795,0,0,-0.080740810396364,-1.1255921902877715,167.55162568097288,21.549749883957737,-16.636902220491695,0.1354987386359467,9.900650811925402,2.598140848039108,1.5389800749546292,1.059160773084479,19.229161174632285,68.22535255196487,-1.0133025460311587,83.36309777950831,88.6849360739355,0.8554021892021471,0.0,0.0,0.0,0.0,0.0,0,0,0.07693288436098555,0,0,0.24448042410178883,0.12418566787635332,-0.556598048826028,-0.08195348583907958,0.4510723057588848,22.34245913100535,0.1187893488250554,0.23389081352997643,0.0683618991209097,0.09828500601598716,0.0539325534477192
2023-03-21,90.33000183105469,90.95500183105469,85.29000091552734,87.20999908447266,0.5901875432736953,0.6096407578039345,91.43867967060538,0,0,0,0,72.12960021972657,70.90699512046028,1,0,1,0,4.367924942625443,0,75.53250045776367,88.59358911608095,62.4714117994464,1,0,0.32900274319804573,-1.0564165125698795,210.77020450260693,18.85526556717722,-2.1004872376554387,0.20686222354638642,12.728235215099664,3.383019157189679,1.9077878914016393,1.4752312657880398,19.51381926552507,68.54956346435827,-1.015952926878444,97.89951276234456,88.2918726643248,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0381565292875885,1,0,0.19357824348313302,0.23182871369847202,-0.37307059807853205,4.367924942625443,0.7848783091505709,26.12217731663455,0.2959744735170815,0.507738236022684,-0.042400107975398775,0.019705510275822076,-0.04129307296937583
2023-03-22,86.5,96.61199951171875,86.33999633789062,90.30000305175781,1.4046959291155228,0.19178285933105052,46.651621817466115,0,0,0,0,72.96380020141602,71.51848550789322,0,0,0,0,-4.610742404661629,1,76.2865005493164,90.06913816900376,62.503862929629044,0,0,-0.34409756914374295,-1.0300052110081954,177.69876469729937,15.011303088631736,-28.555291621508164,0.27750758654947183,13.73000757165851,3.65387216892222,2.2570047469057557,1.3968674220164643,20.341093242029206,68.89703695442928,-0.9861301910653755,71.44470837849184,84.23577297344823,0.7798546920871704,0.0,0.0,0.0,0.0,0.0,0,0,0.022216936804506426,0,0,0.10177044511991351,0.15241144169337195,-0.2544295729764181,-4.610742404661629,0.27085301173254095,27.56527523937472,-0.48002632330657147,0.17215859637470424,0.07352601861678107,0.030173417460711706,0.06150288664536669
2023-03-23,92.86000061035156,96.19999694824219,89.23999786376953,91.55000305175781,1.0654529154515282,0.6097212223462014,79.69005682214595,0,0,0,0,73.88100021362305,72.35540766877394,0,0,0,0,4.611630269360269,0,77.15350074768067,92.78999525989396,61.51700623546738,1,0,0.36962702923827706,-0.9621473440275018,170.15297166499818,26.63302644433601,-10.595275708622701,0.36048635175273697,16.079938414947055,4.331789851658996,2.671961767856404,1.6598280838025925,21.109276220211623,69.30421343856132,-0.9632130620305255,89.4047242913773,86.24964847740456,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.09828500601598722,1,0,0.06723363211693556,0.33977786583889213,-0.22426852814495768,4.611630269360269,0.6779176827367763,31.27298902442658,0.5138170825903002,0.4973971415870261,-0.00807667451077309,-0.06741333292143696,0.030583634710573505
2023-03-24,92.11000061035156,92.83999633789062,88.75,91.88700103759766,-0.11279334702172633,0.5268318661940566,69.5339094262361,0,0,0,0,74.7252001953125,73.13009758805148,0,0,0,0,-0.9146206657874032,1,78.21800079345704,94.90266288710426,61.53333869980982,0,0,-0.1283691546977475,-0.9237806197128179,127.94811489049926,22.715166008962555,-12.713201910192595,0.44498258081241165,17.684196122085144,4.753727752929578,3.0883149648710386,1.6654127880585392,21.72702381152741,69.52819370573025,-0.988601125143775,87.2867980898074,82.71207691989218,0.9563322139582026,0.0,0.0,0.0,0.0,0.0,0,0,0.019705510275822125,0,0,0.0885133256991304,0.39454952845608093,-0.3396577864414122,-0.9146206657874032,0.4219379012705815,33.36932418729444,-0.35454106412517955,0.26597491780626414,-0.03256975333971339,-0.003148419429005548,0.12322221690274912
2023-03-27,89.11000061035156,94.19999694824219,87.72100067138672,93.0,0.2599404306110142,0.1952338170288357,34.430144763498234,0,0,0,0,75.47240020751953,73.7567604516711,0,0,0,0,-3.6589309240695655,0,78.97300071716309,96.2132423091767,61.73275912514947,0,0,-0.2859628702629352,-0.9034444007471892,102.74493488942844,28.567311714329747,-21.184906716472174,0.5176483857794764,17.950481510284014,4.790816105743502,3.4288151930455317,1.3620009126979706,22.449168091632025,69.76109334089182,-0.9923981228394482,78.81509328352783,85.16887188823752,0.7816396679545183,0.0,0.0,0.0,0.0,0.0,0,1,0.030173417460711782,0,0,0.0539325534477193,0.31159843108929874,-0.016580692704495248,-3.6589309240695655,0.03708835281392453,34.480483184027236,-0.11059768964050415,0.12448634644010416,-0.02816745728917537,0.07395349896479622,0.12871732849444847
2023-03-28,86.5999984741211,88.61000061035156,84.0199966430664,88.2300033569336,-0.21998546859159557,-0.07229992992653213,18.66362422999012,0,0,0,0,76.14660018920898,74.26041684470836,0,0,0,0,-2.952030334410864,0,79.59150047302246,97.00200788775561,62.180993058289324,0,0,-0.2516426107205152,-0.8972120558471914,60.40961201889489,31.112784970289837,-28.272905770230732,0.5713638334489771,17.306857798877125,4.565049646445502,3.656062083725526,0.9089875627199757,22.367999232534128,69.91252864909147,-1.007519950935102,71.72709422976926,79.27632853436818,0.6406974895695907,0.0,0.0,0.0,0.0,0.0,0,0,-0.06741333292143692,0,0,-0.04129307296937579,0.14429172998032458,-0.34399447768062585,-2.952030334410864,-0.22576645929800065,34.821014829466286,0.02693404719612773,0.013810746747114301,0.06027715141661384,0.19468823218732367,0.16836030124656026
2023-03-29,91.81999969482422,92.26000213623047,88.88999938964844,90.30999755859375,0.37287692269979456,0.3206401734863929,71.99822644614746,0,0,0,0,76.8952001953125,74.94902793686977,0,0,0,0,4.3357935889673485,0,80.60800056457519,98.39672437342082,62.81927675572957,0,0,0.28977958943528,-0.8833679679539597,89.52045578102334,35.148655277151164,-13.532135960158755,0.6221858461449403,18.044827249803657,4.7525540888584885,3.875360484752119,0.8771936041063695,22.73191115243124,70.18179636305045,-1.0168029886725567,86.46786403984125,79.00335051771278,0.8477062680137384,0.0,0.0,0.0,0.0,0.0,0,0,-0.0031484194290055667,0,0,0.06150288664536663,0.1695325079153387,-0.3255257308941699,4.3357935889673485,0.1875044424129868,35.577447617691256,0.39033963350988504,0.07354144319015626,0.042256559206203956,0.09540407498742629,0.026355893890094673
2023-03-30,95.69999694824219,96.72000122070312,93.62000274658203,94.19000244140625,0.07438642441524455,0.5827830050031607,85.82044336412169,0,0,0,0,77.7684001159668,75.76279142751183,0,0,0,0,2.8925457045796747,0,81.91500053405761,100.12216399457218,63.70783707354305,0,0,0.19592349873458662,-0.8680515633615263,114.69258528298799,26.45348382972619,-2.871633612938181,0.677149712572058,19.554745554533522,5.154814568641498,4.131251301529995,1.023563267111503,23.55301294512401,70.44882874718208,-1.0317678532239023,97.12836638706182,85.10777488555745,0.9841307055899925,0.0,0.0,0.0,0.0,0.0,0,0,0.0739534989647963,0,0,0.03058363471057346,0.0998735156724384,-0.35014359563469266,2.8925457045796747,0.40226047978300983,36.41432692102913,-0.06492125443279993,0.08509497329570526,0.08108675427050789,0.057262314855635425,0.01013585424906267
2023-03-31,103.45999908447266,103.58000183105469,95.13999938964844,95.5,0.624436997688335,1.033664762635985,95.23292810526561,0,0,0,0,78.84220008850097,76.84895643366715,1,0,1,0,4.975135439592357,0,83.28800048828126,103.63305528534386,62.942945691218654,0,0,0.46768544802058337,-0.7897970084821644,143.07105201164475,31.779386408561017,-0.3719861705999669,0.750273723043925,22.533914391658186,6.030263097075164,4.511053660639029,1.5192094364361344,24.944082595916687,70.89155298010606,-1.0161099936212346,99.62801382940003,94.40808141876771,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.19468823218732356,0,0,0.12322221690274904,0.22264235081996153,0.4462083442665967,4.975135439592357,0.8754485284336653,40.690109594125204,0.19709241096066557,0.5789817943321875,-0.027836818856595183,-0.0891165793764913,-0.06311616892597577
2023-04-03,100.58000183105469,101.08999633789062,97.1500015258789,99.29000091552734,0.47757620423315517,0.7086602485212085,63.79817190325089,0,0,0,0,79.71880012512207,77.77958566493726,0,0,0,0,-3.586176306375819,1,84.55650062561035,105.91905178212079,63.19394946909992,0,0,-0.2775576797243175,-0.75255296181863,120.11310588214293,15.595907782622326,-9.455667181753517,0.8225679163457021,23.84485336837871,6.417691501164214,4.892381228744067,1.525310272420147,26.2357901287956,71.26059786273909,-1.0193529630768283,90.54433281824649,95.76690434490278,0.7210548290447045,0.0,0.0,1.0,0.0,0.0,0,0,0.09540407498742631,0,0,0.1287173284944485,0.18959193614084224,0.10747738585880207,-3.586176306375819,0.3874284040890501,42.72510231302087,-0.5317261888172057,0.257165067284011,0.0059653853966807205,-0.03887456344131958,-0.07755023771882169
