Date,Close,High,Low,Open,Volume,RSI,RSI_2,SMA_50,EMA_50,MACD,MACD_Signal,MACD_Hist,ATR,CCI,RSI_slope,Bollinger_Upper,Bollinger_Lower,Bollinger_Middle,Bollinger_Width,VWAP,MACD_Delta,RSI_Delta,Momentum,Momentum_Change,Volatility,Volatility_Change,ROC,Williams_%R,TRIX,TSI,ADX,Short_Momentum,Trend_5D,Trend_10D,Volume_Trend,RSI_Bollinger_Middle,RSI_Bollinger_Upper,RSI_Bollinger_Lower,Gann_Angle_1D,Gann_Angle_2D,Gann_Up_Cycle_Length,Gann_Down_Cycle_Length,double_top,triple_top,triple_bottm,VIX_Close,SPY_Close,US10Y_Yield,US2Y_Yield,SPY_VIX_RATIO,YIELD_SPREAD_10Y_2Y,SPY_Change,VIX_Change,US10Y_Change,US2Y_Change,Day_Of_Week,Month,RSI_above_70,RSI_below_30,RSI_cross_down_70,RSI_cross_up_30,Bollinger_2pct_Lower,Bollinger_Strong,RSI_Bollinger_Strong_Above,RSI_Bollinger_Strong_Below,Target_Tomorrow,Target_3_Days,Target_Next_Week,NextLocalMaxPct,NextLocalMinPct,TrendDirection
2021-03-16,312.21197509765625,-0.8168064565887744,-0.805674075479556,-0.8187351505956025,0.23712909796886633,-0.1641814543201111,0.9074606775758961,-0.8338633328622919,-0.835855671095067,-0.5854113647940264,-0.7503547663748058,0.37990302999156267,0.3427183136784099,0.13209627081561937,0.30256355244082644,-0.8441668785571547,-0.8915302571889199,-0.8715959107917823,0.500991089876831,-1.6664125571567523,0.37990302999156267,0.30256355244082644,0.825201798035148,-1.6541034614072934,0.3427183136784099,-0.6442739530048722,0.31098006446315957,0.8069267148529999,-0.9288486184841953,-0.6405320234037223,0.5736846465509995,0.7354877633144961,0.8252015350425795,0.041278630599485805,-0.0956471388969803,0.8435681402570318,0.8137052455254882,0.8667157328978076,0.2828363219195943,0.6179682408821486,0.5486669611549116,-0.7241059029697346,0.0,1.0,1.0,0.025008462630789437,-1.035883756775642,-1.370474522857702,-1.4164685677216435,18.837348178332753,1.6130000511184335,-0.15707829987549982,-0.1807970665443594,0.1677116125679719,-0.297408961446271,1,3,0,0,0,0,0,0,0,1,0.004117760099591792,-0.02320752271478341,-0.009231066680403285,0.004117760099591792,-0.027627319007499294,-1
2021-03-17,313.4975891113281,-0.8213807111552286,-0.8506110201372316,-0.8663561668477731,1.3219046979069549,-0.07271065142353429,1.0637707140132993,-0.8304938103327951,-0.8339475919952976,-0.46753922552342264,-0.6996897865663384,0.5987380793826976,0.35694070872664746,0.1497704350440274,0.234052123842587,-0.8714816486160697,-0.8793078608761277,-0.8795564726360842,0.26537905143069895,-1.6588870352027787,0.5987380793826976,0.234052123842587,1.0566574557450465,0.34251916051402415,0.35694070872664746,0.07811553873653226,-0.23907520066715954,0.9595128388899835,-0.8815223182744906,-0.5479455420263475,0.4938723281931573,0.41522657746174385,1.056657118987347,0.8465196892508701,0.15501002058761224,0.8660754191086382,0.85501254656349,0.8693198461384162,0.20581409058484712,0.35298236234956565,1.2007319444011084,-0.7241059029697346,0.0,1.0,1.0,-0.07613853649954379,-1.0183514544183696,-1.3535335423100574,-1.4164685677216435,19.452014261374018,1.6330000320449471,0.25966472123237394,-0.37635598188065666,0.26014583617154685,-0.10470616289897115,2,3,0,0,0,0,0,0,0,1,-0.03063044155235304,-0.008970484748443178,-0.029935005333072966,-0.007353089342040823,-0.031614896547534924,-1
2021-03-18,303.89501953125,-0.8994168678972998,-0.9046141813734051,-0.8739439045599696,1.529228650041457,-0.7669191439735458,-1.2401658588654267,-0.830445605048587,-0.8373786373990357,-0.5176929473757728,-0.6698760408953459,0.3563034497244589,0.4324021222077508,-0.4774521011213114,-1.754377461915875,-0.9045075752113261,-0.8724306108470767,-0.8930754375729484,0.028479589060583305,-1.6677119116064656,0.3563034497244589,-1.754377461915875,-0.6917766268400225,-2.5873965789606026,0.4324021222077508,0.5935935034340739,-0.5545309265439559,-0.1801907248839655,-0.8495183343655214,-0.5949535908718756,0.47808731184412523,-1.3442907694381794,-0.6917764063701759,0.49270210990146296,2.1112371209495833,0.7689815305806084,0.7802421036666406,0.749784966069789,-1.7975612673313466,-1.147721279939616,-0.7554630053374819,0.17260186109380735,0.0,1.0,1.0,0.34831664857243655,-1.093418635059511,-1.2781461182873133,-1.418760931248082,17.081551174703147,1.7270000190474093,-1.3425824969108058,1.4276106508714241,1.32315318156265,-0.24235104281122924,3,3,0,0,0,0,0,0,0,1,0.0035251945364304913,0.017884156226852858,-0.001015562111067729,0.04146853514831043,-0.001015562111067729,-1
2021-03-19,304.96630859375,-0.9405920258378536,-0.9297110219789871,-0.9393588902855394,1.3306218439412238,-0.6825220040266897,-0.829493308405158,-0.8289468215817843,-0.8400878324589861,-0.537076180846868,-0.6501673912330589,0.23881279222287127,0.35086803157109414,-0.5597822347287926,0.2161498057206447,-0.938080136556617,-0.861561839289264,-0.9049069942256913,-0.23803026481360437,-1.6785346330567612,0.23881279222287127,0.2161498057206447,-0.3212123761828102,0.5483773190152051,0.35086803157109414,-0.7279123763181582,0.14789875725790233,-0.053042261945843314,-0.8245913302668506,-0.617440328788121,0.489025751787867,-1.3721583717443275,-0.32121227381212947,0.2194256492967805,0.8897210752068069,0.7942220057220039,0.8266693438359588,0.752596680000728,0.16637929211113356,-1.1761677394088128,-0.10339802209128515,-0.7241059029697346,0.0,1.0,1.0,0.234526705180538,-1.1028273412679994,-1.2764520404277906,-1.4178439859656025,17.562660178586093,1.7269999934360385,-0.20963005004058471,-0.3871013749246069,-0.017160507692509017,-0.04964821862557441,4,3,0,0,0,0,0,0,0,1,0.01875307210869541,-0.0027979204926261384,0.010407643806708925,0.05852967476876128,-0.00452480582671946,-1
2021-03-22,310.68536376953125,-0.8567379780512258,-0.8515555758361589,-0.8904537859006321,0.29612209318424726,-0.25092537031547735,0.5606528519623224,-0.8278676371032838,-0.8395554977397894,-0.4616585110896029,-0.6182831323055419,0.3803770422628403,0.35975312914236335,0.2982830227063692,1.0948566133997073,-0.9442785405319225,-0.8597249921110219,-0.9071751191212452,-0.28634550663916286,-1.6762975886459246,0.3803770422628403,1.0948566133997073,-0.06605811276794195,0.3775892537851016,0.35975312914236335,0.03318896560033652,0.921234607572732,0.6378485203356108,-0.7865006503383457,-0.5586762891983421,0.3596081669660621,1.0321163221586345,-0.066058091715159,1.3709566233821195,-0.8541303317307689,0.8652286870416698,0.8997077460002346,0.8207920732045654,1.0215467330836,0.8574077973483463,0.5486669611549116,-0.7241059029697346,0.0,1.0,1.0,-0.13935532483005678,-1.0623028077672025,-1.3171104139373797,-1.4178439859656025,19.643844249217334,1.6790000153705478,0.6678727055588851,-1.2215063704354865,-0.7874548870222945,-0.10470616289897115,0,3,0,0,0,0,0,0,0,1,-0.004362736036150545,-0.022849381830311915,-0.00847411011088019,0.039044400207533234,-0.022849381830311915,-1
2021-03-23,309.3299255371094,-0.8521574599496025,-0.8361629475816527,-0.831244112906749,0.16876342733743935,-0.35305446458912154,0.03911441516965495,-0.8282448426135651,-0.8397871140181541,-0.4200935917702492,-0.5838929805023545,0.4095127378898231,0.27320305499766684,0.3034143651109338,-0.25591848574850357,-0.9505703358250107,-0.8583708758533052,-0.9097289783203609,-0.3322721327106044,-1.6741918232120823,0.4095127378898231,-0.25591848574850357,-0.38163884661729264,-0.46700598680860694,0.27320305499766684,-0.7701342968493521,0.4919721429954223,0.4761934085885864,-0.7442098133705126,-0.5290186676495152,0.23234009982213077,0.642258880267815,-0.38163872498864243,0.3205951023773407,-1.0305126717817796,0.8515080186993511,0.8901314333731278,0.8028637723013806,-0.2801272919457126,0.5353183753732547,-0.7554630053374819,0.17260186109380735,0.0,1.0,1.0,0.11712395063653626,-1.1025663624808992,-1.356074709587446,-1.415551622652657,18.125944771825658,1.6280000116676092,-0.7467463027582016,0.8643369471494131,-0.7566434791544361,0.03293870419410945,1,3,0,0,0,0,0,0,0,1,-0.016865126833997574,-0.003845849147647478,-0.00914195693955174,0.045394180792794246,-0.018567651556714533,-1
2021-03-24,304.113037109375,-0.8838295015022157,-0.8974704314036884,-0.8456529737258432,0.6963622984878117,-0.7298052698079499,-1.0840054263683716,-0.8288218803284564,-0.8428696374797479,-0.46407466592995117,-0.565779954693388,0.22026067797374918,0.2574801273504073,-0.22275739492388907,-0.9509424453968525,-0.9679583658212907,-0.8562399906334345,-0.9175810108943546,-0.44948437989243584,-1.6789792672761885,0.22026067797374918,-0.9509424453968525,-1.0481404986853635,-0.9863120373802604,0.2574801273504073,-0.17394849478823862,0.7512348894574034,-0.14599405933483076,-0.7160359024182191,-0.5709103426493211,0.18687806922500583,-1.078210374079395,-1.048140164642023,-0.014851380784361465,-0.588861115118258,0.7993283639066878,0.849021342032203,0.7395951082670096,-0.990616245452181,-0.9161639404927914,-0.7554630053374819,1.0693096251573495,0.0,1.0,1.0,0.2796815047732214,-1.1283657993198608,-1.376403946830345,-1.4132592593397115,17.26821693318864,1.5989999631419778,-0.4980560953650317,0.49423744213204296,-0.4177143195546636,0.03293870419410945,2,3,0,0,0,0,0,0,0,1,-0.001731730578566801,0.01295421174698771,0.02327876597463005,0.07442186670862612,-0.001731730578566801,-1
2021-03-25,303.5863952636719,-0.9594789645399757,-0.954437664305667,-0.9590956324052191,1.3437696247331772,-0.7667775884829768,-1.1568448462400887,-0.8294098371943638,-0.8461199920092858,-0.5034615532627186,-0.5597068164301241,0.08027444698978786,0.20103418915005436,-0.6965510548283749,-0.0910170290551937,-0.9682250959566762,-0.8574489207426123,-0.9183134072177275,-0.4435746598981566,-1.6918228742415715,0.08027444698978786,-0.0910170290551937,-0.11716514140135911,1.377694875677532,0.20103418915005436,-0.5167334566222969,-0.13060755853503153,-0.32971163094495565,-0.6991714971048268,-0.6110931985161797,0.20447031990508094,-0.9527205043846574,-0.11716510406071955,-0.5846065698600943,0.822886568383415,0.794169679387225,0.8435569711090707,0.7348061996122196,-0.12763259495737234,-0.8061612427476043,-0.7554630053374819,1.9660173892208914,0.0,1.0,1.0,0.028620584775330495,-1.0999607839451735,-1.376403946830345,-1.4132592593397115,18.583825278772828,1.5989999631419778,0.4573413632753918,-0.8230731260424359,-0.047971915560367326,-0.10470616289897115,3,3,0,0,0,0,0,0,0,1,0.015000323183170268,0.009604018689738024,0.042527286360091995,0.0828060622528189,0.009604018689738024,-1
2021-03-26,308.1402893066406,-0.914456156370274,-0.92444096707864,-0.9441619263716843,0.636662633300586,-0.38568215882313045,0.5374299725504501,-0.8293137201515131,-0.8467463566866098,-0.4617661718413149,-0.5459376803983266,0.16975482769836944,0.18209589662364672,-0.1957698698984053,0.9670460820109648,-0.9661871853968056,-0.8565328098701523,-0.9168185274538213,-0.4370541623717377,-1.69604391490475,0.16975482769836944,0.9670460820109648,0.2505709567313585,0.5441921119167951,0.18209589662364672,-0.20101375132039911,0.25223748710233224,-0.16224696509025505,-0.6754381987068425,-0.5811167306203772,0.14540739001124586,0.5905467495429227,0.2505708768741633,-0.0494018539688577,0.30051098490803735,0.8533802736366348,0.9005881485347981,0.7957287877902711,0.8071624805239552,0.49067408144338304,-0.10339802209128515,-0.7241059029697346,0.0,1.0,1.0,-0.14296744697459784,-1.0181313061834447,-1.3374396511802786,-1.4132592593397115,19.834473697197996,1.644999966956675,1.3931870524612273,-0.6119871012348981,0.6606996480337014,-0.10470616289897115,4,3,0,0,0,0,0,0,0,1,-0.0002846350268853332,0.009904982014215706,0.04762635284582042,0.06680366254170364,-0.005316554458336275,-1
2021-03-29,308.0525817871094,-0.9058173544265554,-0.8876029676715106,-0.8873090358287621,0.2223494674392977,-0.39281094271816447,0.48110096047634954,-0.8287893996280851,-0.847396240851152,-0.4273985661770431,-0.5275777484933607,0.2231314235396629,0.10275235677357575,0.02756622756472113,-0.01548777959671221,-0.9808537992454074,-0.8510728656098319,-0.92163648887397,-0.5589561698102993,-1.6979857453472742,0.2231314235396629,-0.01548777959671221,-0.35727088395112294,-0.8995050293154345,0.10275235677357575,-0.7094734677606397,-0.24377153942700044,-0.2525863092284917,-0.6474156821524736,-0.5579262793839793,0.0762951750009119,0.6618053366469034,-0.3572707700885638,-0.3044615018952703,-0.5481548761245663,0.8570489414765293,0.9140523353821637,0.7891047580865306,-0.04687071165288388,0.54893200918729,-0.7554630053374819,0.17260186109380735,0.0,1.0,1.0,0.19659649438071777,-1.020736463785643,-1.2857696201194788,-1.4164685677216435,18.027450186610245,1.7129999557510018,-0.08958036428083747,1.1576416120912367,0.891787961832637,-0.297408961446271,0,3,0,0,0,0,0,0,0,1,-0.005033352099761182,0.02741258974029516,0.047196889085656245,0.07815505573609258,-0.005033352099761182,-1
