Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,
2021-04-08,326.74566650390625,326.93094308514804,325.43899939729755,326.23861098386465,29940800
2021-04-09,328.7252197265625,328.9300179292524,324.63946284851534,325.3805395183188,36664900
2021-04-12,328.2961730957031,328.7154707589578,326.4044234538934,327.68183803819926,25833000
2021-04-13,332.12835693359375,332.5963989817131,329.6125118908606,329.82704108242297,30374000
2021-04-14,328.14007568359375,332.498895618516,327.32097237643995,332.37212431648237,42564300
2021-04-15,333.1132507324219,333.503325492103,327.85732961706293,331.0264936090528,36342800
2021-04-16,333.50335693359375,333.717886168233,331.6213382921331,333.63985930553025,40860100
2021-04-19,330.451171875,333.0839979504994,328.52040894614623,331.9236237441093,34533100
2021-04-20,328.0426330566406,331.0752651793133,326.0631254991568,329.78811954597774,38081800
2021-04-21,330.85101318359375,331.0362897866868,325.6633278140469,326.755465837419,36598100
2021-04-22,326.86273193359375,331.4458130765135,325.7023278917065,330.4609545914579,45936100
2021-04-23,330.97772216796875,332.2941202197622,327.4965105553705,327.4965105553705,36381900
2021-04-26,333.1328125,333.415607807315,330.47070371261947,331.2215709328838,30812000
2021-04-27,331.6895751953125,333.6398299720111,330.733969400187,333.42530075623324,33187200
2021-04-28,330.5681457519531,332.37213715982614,329.91479738488806,331.35799646289104,33615700
2021-04-29,331.7578125,334.27362785013565,328.5203827092327,333.85433025153367,37708900
2021-04-30,329.583251953125,331.79680987117956,328.66662995119026,329.3004864748319,38263400
2021-05-03,327.82806396484375,331.5432967625896,327.37951371925783,330.79245942122566,29729700
2021-05-04,321.9286193847656,325.5853476489188,318.09634554744974,325.263538896896,65147000
2021-05-05,320.84613037109375,324.8539189990908,320.0660404441254,323.9860414287046,46219300
2021-05-06,323.2645568847656,323.42058087019007,318.3304136600309,320.5829560122562,46814300
2021-05-07,325.8876037597656,328.27664814297344,323.4400243520593,326.0533587605064,53324500
2021-05-10,317.65753173828125,324.6784316138615,317.4527335449954,324.50291581264094,60700500
2021-05-11,317.21868896484375,318.01830056695377,311.0851293473334,311.7482385892321,71963600
2021-05-12,309.00811767578125,314.5955782997197,308.1402400573506,312.26503942688345,91164900
2021-05-13,311.3971862792969,314.38107379947894,309.017872997272,311.9627768468503,69877800
2021-05-14,318.2718505859375,319.1884429762342,314.06902405842214,314.57610935859606,44370000
2021-05-17,316.3410339355469,318.2522750082792,313.4546656153052,316.55556312033985,39395000
2021-05-18,314.2055358886719,318.5253429068692,313.9325014210291,317.29670268173925,36528500
2021-05-19,314.5663146972656,314.868601782045,308.43275559793784,308.7838169032285,66319100
2021-05-20,320.6510925292969,321.50920930278926,315.8339911117793,316.05825134222175,46466100
2021-05-21,318.87640380859375,322.6306202941213,318.5156114509529,322.2113226762428,50330400
2021-05-24,324.2396240234375,325.3707753879732,318.7691437889994,321.17770967759543,32475800
